Item,Answer resnet50,Answer densenet121,Answer efficientnet_b0,Answer vgg16,Answer mobilenet_v3_large,Answer alexnet,Answer clip_vit_g_14_laion2b,True Label
n02841315\sketch_10.jpg,saltshaker,saltshaker,saltshaker,saltshaker,buckle,breastplate,n03000247,n02841315
n02841315\sketch_11.jpg,coil,hook,coil,hook,hook,stethoscope,n03000134,n02841315
n02841315\sketch_12.jpg,loupe,binoculars,whistle,electric fan,sandal,pillow,n03000134,n02841315
n02841315\sketch_13.jpg,saltshaker,saltshaker,saltshaker,cocktail shaker,saltshaker,cocktail shaker,n02701002,n02841315
n02841315\sketch_14.jpg,stethoscope,stethoscope,stethoscope,stethoscope,stethoscope,stethoscope,n13040303,n02841315
n02841315\sketch_15.jpg,jersey,web site,jersey,hook,scale,cassette,n04125021,n02841315
n02841315\sketch_16.jpg,screw,screw,corkscrew,dumbbell,screw,safety pin,n03000134,n02841315
n02841315\sketch_17.jpg,electric guitar,mousetrap,jersey,hook,hook,safety pin,n03100240,n02841315
n02841315\sketch_18.jpg,cornet,sandal,binoculars,loupe,sandal,stethoscope,n13040303,n02841315
n02841315\sketch_19.jpg,binoculars,mask,mask,loupe,binoculars,mask,n03197337,n02841315
n02841315\sketch_2.jpg,pop bottle,saltshaker,saltshaker,vase,saltshaker,saltshaker,n02701002,n02841315
n02841315\sketch_20.jpg,binoculars,binoculars,oxygen mask,electric fan,strainer,hair slide,n13052670,n02841315
n02841315\sketch_21.jpg,loupe,rubber eraser,nematode,hook,whistle,hair slide,n13052670,n02841315
n02841315\sketch_22.jpg,plate rack,web site,web site,envelope,strainer,envelope,n03000134,n02841315
n02841315\sketch_23.jpg,saltshaker,binoculars,saltshaker,coffeepot,binoculars,breastplate,n03000247,n02841315
n02841315\sketch_3.jpg,comic book,comic book,comic book,envelope,comic book,comic book,n03000134,n02841315
n02841315\sketch_4.jpg,hook,safety pin,hook,whistle,hook,whistle,n03000134,n02841315
n02841315\sketch_5.jpg,revolver,espresso maker,safety pin,buckle,whistle,nail,n01990800,n02841315
n02841315\sketch_6.jpg,binoculars,binoculars,thimble,magnetic compass,binoculars,magnetic compass,n03000134,n02841315
n02841315\sketch_7.jpg,hook,envelope,nematode,microphone,hook,hook,n03000134,n02841315
n02841315\sketch_8.jpg,binoculars,loupe,binoculars,purse,loupe,pencil sharpener,n03000134,n02841315
n02841315\sketch_9.jpg,rocking chair,plate rack,microphone,stethoscope,stethoscope,stethoscope,n03223299,n02841315
n02841315\sticker_0.jpg,teapot,loudspeaker,binoculars,washer,teapot,joystick,n02119789,n02841315
n02841315\toy_0.jpg,pencil sharpener,joystick,rubber eraser,joystick,carton,remote control,n02119789,n02841315
n02841315\toy_1.jpg,switch,switch,pencil sharpener,joystick,switch,scoreboard,n02111129,n02841315
n02841315\toy_10.jpg,vacuum,cocktail shaker,toilet tissue,hand blower,syringe,toilet tissue,n04200800,n02841315
n02841315\toy_2.jpg,military uniform,military uniform,military uniform,bulletproof vest,military uniform,oxygen mask,n03733131,n02841315
n02841315\toy_3.jpg,parachute,sandbar,teddy,seashore,tricycle,parachute,n02167151,n02841315
n02841315\toy_4.jpg,Polaroid camera,joystick,mouse,mouse,mouse,waffle iron,n12768682,n02841315
n02841315\toy_5.jpg,alp,hen-of-the-woods,agama,frilled lizard,frilled lizard,cliff,n02130308,n02841315
n02841315\toy_6.jpg,loupe,hook,loupe,spotlight,spotlight,oxygen mask,n02167151,n02841315
n02841315\toy_7.jpg,carton,laptop,carton,envelope,envelope,wardrobe,n02133161,n02841315
n02841315\toy_8.jpg,binoculars,binoculars,binoculars,binoculars,pencil sharpener,go-kart,n02130308,n02841315
n02841315\toy_9.jpg,mask,binoculars,trench coat,gasmask,binoculars,sweatshirt,n04252225,n02841315
n02843684\art_0.jpg,book jacket,comic book,comic book,book jacket,comic book,sandal,n12267677,n02843684
n02843684\art_1.jpg,letter opener,hook,hook,corkscrew,hook,hook,n07583066,n02843684
n02843684\art_2.jpg,book jacket,handkerchief,handkerchief,mousetrap,envelope,comic book,n01980166,n02843684
n02843684\art_3.jpg,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,n13044778,n02843684
n02843684\art_4.jpg,birdhouse,bell cote,birdhouse,birdhouse,standard schnauzer,comic book,n02090379,n02843684
n02843684\cartoon_0.jpg,book jacket,envelope,birdhouse,envelope,envelope,wall clock,n02113023,n02843684
n02843684\cartoon_1.jpg,book jacket,birdhouse,comic book,traffic light,comic book,stethoscope,n12620546,n02843684
n02843684\cartoon_10.jpg,pick,pick,pick,wall clock,pick,safety pin,n03100240,n02843684
n02843684\cartoon_11.jpg,mailbox,carousel,envelope,garbage truck,tray,soccer ball,n03733131,n02843684
n02843684\cartoon_12.jpg,hamper,envelope,lampshade,chest,barn,fire screen,n02111129,n02843684
n02843684\cartoon_13.jpg,birdhouse,birdhouse,mask,birdhouse,mask,binoculars,n02119789,n02843684
n02843684\cartoon_14.jpg,birdhouse,birdhouse,birdhouse,birdhouse,pencil sharpener,pinwheel,n03131574,n02843684
n02843684\cartoon_15.jpg,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,n03000134,n02843684
n02843684\cartoon_16.jpg,handkerchief,red wine,thimble,birdhouse,handkerchief,necklace,n13040303,n02843684
n02843684\cartoon_17.jpg,paper towel,envelope,rubber eraser,jigsaw puzzle,pick,safety pin,n03000134,n02843684
n02843684\cartoon_18.jpg,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,n13040303,n02843684
n02843684\cartoon_19.jpg,book jacket,lampshade,envelope,envelope,envelope,wall clock,n03000134,n02843684
n02843684\cartoon_2.jpg,shield,book jacket,shield,book jacket,shield,jigsaw puzzle,n07583066,n02843684
n02843684\cartoon_20.jpg,birdhouse,birdhouse,birdhouse,wall clock,envelope,birdhouse,n03223299,n02843684
n02843684\cartoon_21.jpg,birdhouse,birdhouse,mask,birdhouse,mask,binoculars,n02119789,n02843684
n02843684\cartoon_22.jpg,hook,web site,bow,envelope,rule,envelope,n03930630,n02843684
n02843684\cartoon_23.jpg,comic book,comic book,comic book,comic book,comic book,electric fan,n13040303,n02843684
n02843684\cartoon_24.jpg,chime,chime,chime,chime,chime,corkscrew,n12267677,n02843684
n02843684\cartoon_25.jpg,handkerchief,handkerchief,handkerchief,handkerchief,handkerchief,handkerchief,n03100240,n02843684
n02843684\cartoon_3.jpg,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,n03000134,n02843684
n02843684\cartoon_4.jpg,carton,book jacket,chest,binder,carton,pencil box,n02111129,n02843684
n02843684\cartoon_5.jpg,picket fence,screw,wall clock,pinwheel,wall clock,apron,n03000247,n02843684
n02843684\cartoon_6.jpg,birdhouse,comic book,shower curtain,coral reef,macaw,toyshop,n03733131,n02843684
n02843684\cartoon_7.jpg,handkerchief,comic book,comic book,shield,comic book,comic book,n13040303,n02843684
n02843684\cartoon_8.jpg,safety pin,safety pin,comic book,comic book,safety pin,corkscrew,n02113023,n02843684
n02843684\cartoon_9.jpg,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,bolo tie,n04200800,n02843684
n02843684\embroidery_0.jpg,Christmas stocking,birdhouse,birdhouse,birdhouse,birdhouse,African chameleon,n02701002,n02843684
n02843684\embroidery_1.jpg,handkerchief,handkerchief,handkerchief,handkerchief,handkerchief,jigsaw puzzle,n04200800,n02843684
n02843684\embroidery_10.jpg,quilt,handkerchief,pillow,apron,pillow,handkerchief,n03272010,n02843684
n02843684\embroidery_11.jpg,envelope,jigsaw puzzle,hook,envelope,hook,envelope,n02033041,n02843684
n02843684\embroidery_12.jpg,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,n03272010,n02843684
n02843684\embroidery_13.jpg,handkerchief,handkerchief,apron,handkerchief,handkerchief,handkerchief,n03272010,n02843684
n02843684\embroidery_14.jpg,handkerchief,handkerchief,pillow,handkerchief,pillow,knot,n03272010,n02843684
n02843684\embroidery_15.jpg,handkerchief,handkerchief,handkerchief,handkerchief,handkerchief,vase,n03272010,n02843684
n02843684\embroidery_16.jpg,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,n03733131,n02843684
n02843684\embroidery_2.jpg,rule,rubber eraser,bib,bath towel,doormat,Band Aid,n02130308,n02843684
n02843684\embroidery_3.jpg,handkerchief,handkerchief,handkerchief,handkerchief,handkerchief,knot,n04200800,n02843684
n02843684\embroidery_4.jpg,pillow,handkerchief,handkerchief,envelope,handkerchief,sea lion,n03032252,n02843684
n02843684\embroidery_5.jpg,prayer rug,handkerchief,pillow,necklace,prayer rug,knot,n03272010,n02843684
n02843684\embroidery_6.jpg,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,horizontal bar,n02120079,n02843684
n02843684\embroidery_7.jpg,pillow,birdhouse,birdhouse,birdhouse,bib,bib,n03272010,n02843684
n02843684\embroidery_8.jpg,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,n02130308,n02843684
n02843684\embroidery_9.jpg,jigsaw puzzle,jigsaw puzzle,jigsaw puzzle,jigsaw puzzle,castle,jigsaw puzzle,n03272010,n02843684
n02843684\graffiti_0.jpg,birdhouse,birdhouse,birdhouse,birdhouse,barn,birdhouse,n12267677,n02843684
n02843684\graffiti_1.jpg,menu,obelisk,space heater,rule,menu,crossword puzzle,n02120079,n02843684
n02843684\graffiti_2.jpg,horizontal bar,balance beam,umbrella,balance beam,envelope,swab,n02130308,n02843684
n02843684\graffiti_3.jpg,book jacket,chain saw,fountain,book jacket,African chameleon,military uniform,n11879895,n02843684
n02843684\misc_0.jpg,handkerchief,handkerchief,handkerchief,handkerchief,handkerchief,hair slide,n10148035,n02843684
n02843684\misc_1.jpg,dishrag,backpack,dishrag,bonnet,bonnet,ski mask,n04200800,n02843684
n02843684\misc_10.jpg,paper towel,bib,bib,bib,bib,bib,n02108089,n02843684
n02843684\misc_11.jpg,pot,birdhouse,birdhouse,birdhouse,birdhouse,jigsaw puzzle,n03272010,n02843684
n02843684\misc_12.jpg,pillow,birdhouse,handkerchief,pillow,pillow,birdhouse,n02105056,n02843684
n02843684\misc_13.jpg,hair slide,prayer rug,necklace,safety pin,necklace,jigsaw puzzle,n02130308,n02843684
n02843684\misc_14.jpg,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,n03733131,n02843684
n02843684\misc_15.jpg,pencil box,bib,bib,bib,pillow,bib,n02108089,n02843684
n02843684\misc_16.jpg,purse,quilt,purse,bib,jigsaw puzzle,shower curtain,n03272010,n02843684
n02843684\misc_17.jpg,book jacket,jellyfish,book jacket,jellyfish,electric ray,book jacket,n03000247,n02843684
n02843684\misc_18.jpg,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,n04200800,n02843684
n02843684\misc_19.jpg,hamper,teddy,hamper,backpack,teddy,Christmas stocking,n07583066,n02843684
n02843684\misc_2.jpg,hamper,birdhouse,birdhouse,birdhouse,hamper,birdhouse,n03223299,n02843684
n02843684\misc_20.jpg,bib,bib,bib,bib,bonnet,bib,n03272010,n02843684
n02843684\misc_21.jpg,envelope,envelope,handkerchief,handkerchief,wallet,envelope,n03272010,n02843684
n02843684\misc_22.jpg,prayer rug,prayer rug,prayer rug,prayer rug,prayer rug,prayer rug,n07583066,n02843684
n02843684\misc_23.jpg,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,n03733131,n02843684
n02843684\misc_24.jpg,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,n12267677,n02843684
n02843684\misc_25.jpg,birdhouse,birdhouse,birdhouse,pillow,birdhouse,birdhouse,n03272010,n02843684
n02843684\misc_26.jpg,birdhouse,birdhouse,birdhouse,birdhouse,purse,birdhouse,n02130308,n02843684
n02843684\misc_27.jpg,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,n03272010,n02843684
n02843684\misc_3.jpg,necklace,necklace,necklace,hair slide,necklace,necklace,n03272010,n02843684
n02843684\misc_4.jpg,bonnet,hair slide,necklace,hair slide,necklace,shower cap,n03272010,n02843684
n02843684\misc_5.jpg,wool,Christmas stocking,mitten,wool,bath towel,beer bottle,n03272010,n02843684
n02843684\misc_6.jpg,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,n03733281,n02843684
n02843684\misc_7.jpg,wallet,book jacket,book jacket,wallet,wallet,carton,n02233338,n02843684
n02843684\misc_8.jpg,comic book,book jacket,book jacket,book jacket,prayer rug,swab,n11879895,n02843684
n02843684\misc_9.jpg,birdhouse,church,birdhouse,birdhouse,birdhouse,birdhouse,n06359193,n02843684
n02843684\painting_0.jpg,birdhouse,mountain tent,birdhouse,volcano,yurt,mosquito net,n03000247,n02843684
n02843684\painting_1.jpg,birdhouse,lighter,purse,iPod,purse,wallet,n03272010,n02843684
n02843684\painting_10.jpg,birdhouse,birdhouse,birdhouse,birdhouse,jack-o'-lantern,thresher,n02130308,n02843684
n02843684\painting_11.jpg,jersey,whistle,hook,nematode,hook,book jacket,n11879895,n02843684
n02843684\painting_12.jpg,envelope,envelope,birdhouse,pencil box,pillow,yurt,n03255030,n02843684
n02843684\painting_2.jpg,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,n02120505,n02843684
n02843684\painting_3.jpg,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,n03000247,n02843684
n02843684\painting_4.jpg,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,perfume,n07583066,n02843684
n02843684\painting_5.jpg,patio,patio,patio,peacock,pot,cliff dwelling,n03000134,n02843684
n02843684\painting_6.jpg,prayer rug,birdhouse,chime,slot,birdhouse,altar,n03272010,n02843684
n02843684\painting_7.jpg,ashcan,toilet tissue,scuba diver,pencil sharpener,toilet tissue,backpack,n02130308,n02843684
n02843684\painting_8.jpg,switch,switch,mousetrap,wall clock,switch,birdhouse,n07875152,n02843684
n02843684\painting_9.jpg,medicine chest,birdhouse,birdhouse,birdhouse,switch,birdhouse,n04200800,n02843684
n02843684\sculpture_0.jpg,birdhouse,birdhouse,birdhouse,birdhouse,mailbox,birdhouse,n03000134,n02843684
n02843684\sculpture_1.jpg,rule,rule,rule,letter opener,rule,wooden spoon,n03272010,n02843684
n02843684\sculpture_2.jpg,stupa,birdhouse,birdhouse,birdhouse,birdhouse,white stork,n07730033,n02843684
n02843684\sculpture_3.jpg,birdhouse,patio,patio,fountain,birdhouse,patio,n12768682,n02843684
n02843684\sculpture_4.jpg,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,rubber eraser,n02120079,n02843684
n02843684\sculpture_5.jpg,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,thatch,n02033041,n02843684
n02843684\sketch_0.jpg,church,church,birdhouse,bell cote,church,comic book,n03000247,n02843684
n02843684\sketch_1.jpg,birdhouse,birdhouse,birdhouse,mailbox,switch,switch,n03000134,n02843684
n02843684\sketch_10.jpg,crane,perfume,birdhouse,birdhouse,crane,container ship,n11879895,n02843684
n02843684\sketch_11.jpg,birdhouse,birdhouse,birdhouse,shield,maze,hook,n03000134,n02843684
n02843684\sketch_12.jpg,junco,whistle,comic book,hair slide,hair slide,hair slide,n03223299,n02843684
n02843684\sketch_13.jpg,birdhouse,ocarina,buckle,wall clock,maze,comic book,n03223299,n02843684
n02843684\sketch_14.jpg,hand blower,microphone,microphone,combination lock,web site,microphone,n03000134,n02843684
n02843684\sketch_15.jpg,birdhouse,mousetrap,plate rack,plate rack,birdhouse,marimba,n03100240,n02843684
n02843684\sketch_16.jpg,binder,binder,binder,wall clock,black widow,cassette,n03100240,n02843684
n02843684\sketch_17.jpg,birdhouse,church,birdhouse,birdhouse,church,corkscrew,n03000134,n02843684
n02843684\sketch_18.jpg,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,switch,n03000134,n02843684
n02843684\sketch_19.jpg,apron,whistle,jersey,electric fan,electric fan,cassette,n03100240,n02843684
n02843684\sketch_2.jpg,book jacket,birdhouse,jigsaw puzzle,birdhouse,church,birdhouse,n04532106,n02843684
n02843684\sketch_20.jpg,plate rack,jigsaw puzzle,comic book,fire screen,hook,corkscrew,n03000134,n02843684
n02843684\sketch_21.jpg,shopping cart,shopping cart,shopping cart,shopping cart,shopping cart,folding chair,n03100240,n02843684
n02843684\sketch_22.jpg,matchstick,wall clock,turnstile,turnstile,envelope,safety pin,n03000247,n02843684
n02843684\sketch_23.jpg,cuirass,birdhouse,carousel,radio telescope,lampshade,hair slide,n11879895,n02843684
n02843684\sketch_3.jpg,plate rack,black widow,shopping basket,folding chair,hook,hook,n03000134,n02843684
n02843684\sketch_4.jpg,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,perfume,n04332243,n02843684
n02843684\sketch_5.jpg,honeycomb,soccer ball,rubber eraser,envelope,envelope,envelope,n03100240,n02843684
n02843684\sketch_6.jpg,wall clock,wall clock,wall clock,wall clock,wall clock,hook,n13040303,n02843684
n02843684\sketch_7.jpg,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,slide rule,n03000134,n02843684
n02843684\sketch_8.jpg,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,n03000247,n02843684
n02843684\sketch_9.jpg,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,n03100240,n02843684
n02843684\sticker_0.jpg,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,n04200800,n02843684
n02843684\sticker_1.jpg,wallet,wallet,envelope,handkerchief,wallet,prayer rug,n03272010,n02843684
n02843684\toy_0.jpg,birdhouse,jersey,vacuum,restaurant,spatula,pajama,n04200800,n02843684
n02843684\toy_1.jpg,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,n04532106,n02843684
n02843684\toy_2.jpg,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,toucan,n02130308,n02843684
n02843684\toy_3.jpg,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,binder,n03272010,n02843684
n02843684\toy_4.jpg,church,church,church,church,church,church,n13040303,n02843684
n02883205\art_0.jpg,buckle,buckle,buckle,buckle,buckle,nematode,n03000247,n02883205
n02883205\art_1.jpg,soap dispenser,saltshaker,ice cream,ice cream,cup,soup bowl,n02133161,n02883205
n02883205\art_2.jpg,bow tie,hair slide,bib,hair slide,jigsaw puzzle,whistle,n03100240,n02883205
n02883205\art_3.jpg,frilled lizard,common iguana,Chesapeake Bay retriever,frilled lizard,teddy,fur coat,n02119789,n02883205
n02883205\art_4.jpg,mask,cleaver,bow tie,bow tie,mask,printer,n03733131,n02883205
n02883205\art_5.jpg,bow tie,bow tie,bow tie,bow tie,bow tie,mask,n03197337,n02883205
n02883205\art_6.jpg,book jacket,maze,mask,fire screen,book jacket,sundial,n03197337,n02883205
n02883205\art_7.jpg,saltshaker,candle,vase,ice cream,soap dispenser,bakery,n02130308,n02883205
n02883205\art_8.jpg,breastplate,puck,ski mask,ski mask,trench coat,snowmobile,n12768682,n02883205
n02883205\cartoon_0.jpg,hook,ski mask,mask,mask,balloon,Polaroid camera,n02119789,n02883205
n02883205\cartoon_1.jpg,envelope,envelope,envelope,book jacket,envelope,mailbag,n03032252,n02883205
n02883205\cartoon_10.jpg,bow tie,mask,mask,mask,mask,crash helmet,n02119789,n02883205
n02883205\cartoon_11.jpg,comic book,comic book,comic book,hook,pick,stethoscope,n02119789,n02883205
n02883205\cartoon_12.jpg,rubber eraser,teddy,can opener,hook,wall clock,racket,n13040303,n02883205
n02883205\cartoon_13.jpg,pillow,mask,ski mask,sombrero,Christmas stocking,apron,n02119789,n02883205
n02883205\cartoon_14.jpg,comic book,comic book,comic book,mask,comic book,comic book,n02119789,n02883205
n02883205\cartoon_15.jpg,envelope,rubber eraser,birdhouse,wall clock,sewing machine,chime,n13040303,n02883205
n02883205\cartoon_16.jpg,book jacket,book jacket,book jacket,envelope,book jacket,book jacket,n04019541,n02883205
n02883205\cartoon_17.jpg,garbage truck,refrigerator,cash machine,refrigerator,ambulance,carton,n03000134,n02883205
n02883205\cartoon_18.jpg,book jacket,comic book,comic book,mask,bonnet,bib,n11879895,n02883205
n02883205\cartoon_19.jpg,web site,web site,comic book,wall clock,web site,book jacket,n03769881,n02883205
n02883205\cartoon_2.jpg,envelope,rubber eraser,book jacket,fire screen,nematode,fire screen,n02119789,n02883205
n02883205\cartoon_20.jpg,bow tie,bow tie,bow tie,hook,pick,sunglass,n03777754,n02883205
n02883205\cartoon_21.jpg,jersey,handkerchief,shower curtain,jersey,handkerchief,carton,n03272010,n02883205
n02883205\cartoon_22.jpg,puck,electric fan,basketball,street sign,street sign,balloon,n02119789,n02883205
n02883205\cartoon_23.jpg,envelope,banjo,banjo,banjo,acoustic guitar,buckle,n04019541,n02883205
n02883205\cartoon_24.jpg,bow tie,brassiere,bow tie,mask,mask,brassiere,n13040303,n02883205
n02883205\cartoon_25.jpg,thimble,hair slide,mask,piggy bank,piggy bank,jersey,n04141975,n02883205
n02883205\cartoon_26.jpg,mask,knee pad,ski mask,cowboy boot,ski mask,maraca,n02701002,n02883205
n02883205\cartoon_27.jpg,water jug,whiskey jug,coffee mug,pitcher,coffee mug,acoustic guitar,n02111129,n02883205
n02883205\cartoon_28.jpg,mask,mask,pick,cassette,mask,stethoscope,n03100240,n02883205
n02883205\cartoon_29.jpg,pick,pick,pick,pick,pick,brassiere,n03223299,n02883205
n02883205\cartoon_3.jpg,buckle,buckle,bikini,lighter,loupe,safety pin,n13052670,n02883205
n02883205\cartoon_4.jpg,comic book,comic book,comic book,book jacket,comic book,whistle,n02111129,n02883205
n02883205\cartoon_5.jpg,shield,comic book,comic book,book jacket,shield,stethoscope,n02119789,n02883205
n02883205\cartoon_6.jpg,jersey,menu,book jacket,book jacket,book jacket,book jacket,n02119789,n02883205
n02883205\cartoon_7.jpg,hook,pick,pick,envelope,pick,book jacket,n03000134,n02883205
n02883205\cartoon_8.jpg,comic book,comic book,comic book,comic book,comic book,gasmask,n02111129,n02883205
n02883205\cartoon_9.jpg,sandal,bow tie,bow tie,hair slide,bow tie,spotlight,n04525305,n02883205
n02883205\embroidery_0.jpg,bow tie,bow tie,bow tie,jigsaw puzzle,teddy,teddy,n02119789,n02883205
n02883205\embroidery_1.jpg,bottlecap,traffic light,dishrag,Band Aid,Christmas stocking,ski mask,n02111129,n02883205
n02883205\embroidery_2.jpg,tray,bib,tray,face powder,tray,tray,n03223299,n02883205
n02883205\graffiti_0.jpg,bow tie,sunglass,comic book,bow tie,comic book,snorkel,n03590841,n02883205
n02883205\graffiti_1.jpg,tobacco shop,vending machine,ashcan,ashcan,comic book,wall clock,n02112018,n02883205
n02883205\graffiti_2.jpg,bow tie,bow tie,comic book,jigsaw puzzle,envelope,ski,n02018207,n02883205
n02883205\graffiti_3.jpg,doormat,brass,doormat,doormat,doormat,doormat,n02111129,n02883205
n02883205\graffiti_4.jpg,vending machine,vending machine,vending machine,shoe shop,vending machine,apron,n03782006,n02883205
n02883205\graffiti_5.jpg,tobacco shop,mailbox,comic book,tobacco shop,pay-phone,streetcar,n03000134,n02883205
n02883205\graffiti_6.jpg,mask,totem pole,totem pole,book jacket,birdhouse,totem pole,n10565667,n02883205
n02883205\graffiti_7.jpg,totem pole,totem pole,totem pole,sombrero,mask,Christmas stocking,n03272010,n02883205
n02883205\graffiti_8.jpg,pick,doormat,pick,pick,pick,pick,n02119789,n02883205
n02883205\graphic_0.jpg,web site,web site,book jacket,web site,book jacket,book jacket,n03197337,n02883205
n02883205\graphic_1.jpg,street sign,crate,brass,doormat,parking meter,handkerchief,n02111129,n02883205
n02883205\graphic_2.jpg,book jacket,book jacket,comic book,comic book,book jacket,torch,n09421951,n02883205
n02883205\graphic_3.jpg,jersey,jersey,jersey,jersey,jersey,jersey,n03272010,n02883205
n02883205\graphic_4.jpg,book jacket,Band Aid,envelope,book jacket,book jacket,book jacket,n03000247,n02883205
n02883205\misc_0.jpg,bow tie,bow tie,bow tie,bow tie,bow tie,cowboy hat,n03733131,n02883205
n02883205\misc_1.jpg,bow tie,bow tie,bow tie,bow tie,bow tie,suit,n04141975,n02883205
n02883205\misc_2.jpg,piggy bank,pill bottle,CD player,piggy bank,Band Aid,piggy bank,n03272010,n02883205
n02883205\origami_0.jpg,bow tie,apron,apron,apron,apron,shoe shop,n02111129,n02883205
n02883205\origami_1.jpg,bow tie,bow tie,hotdog,bell pepper,bow tie,hotdog,n02130308,n02883205
n02883205\origami_2.jpg,bolo tie,buckle,buckle,shield,buckle,buckle,n03100240,n02883205
n02883205\painting_0.jpg,pencil box,handkerchief,wallet,handkerchief,handkerchief,clog,n03272010,n02883205
n02883205\painting_1.jpg,mask,breastplate,mask,mask,mask,perfume,n04019541,n02883205
n02883205\painting_10.jpg,book jacket,bow tie,book jacket,bow tie,bow tie,bolo tie,n04200800,n02883205
n02883205\painting_11.jpg,hoopskirt,comic book,bath towel,apron,bath towel,jigsaw puzzle,n04070727,n02883205
n02883205\painting_2.jpg,wig,mask,mask,mask,mask,bonnet,n15075141,n02883205
n02883205\painting_3.jpg,mask,mask,mask,mask,mask,crash helmet,n03032252,n02883205
n02883205\painting_4.jpg,bonnet,bonnet,bonnet,bonnet,bonnet,bonnet,n12998815,n02883205
n02883205\painting_5.jpg,backpack,teddy,teddy,comic book,teddy,teddy,n02130308,n02883205
n02883205\painting_6.jpg,toilet seat,toilet seat,bib,toilet seat,wall clock,sweatshirt,n03127747,n02883205
n02883205\painting_7.jpg,book jacket,wig,bow tie,mask,toyshop,bonnet,n02130308,n02883205
n02883205\painting_8.jpg,bow tie,bow tie,bow tie,bow tie,bow tie,lab coat,n03100240,n02883205
n02883205\painting_9.jpg,mask,totem pole,mask,totem pole,totem pole,mask,n12768682,n02883205
n02883205\sculpture_0.jpg,mask,radiator,mask,totem pole,sundial,chimpanzee,n12768682,n02883205
n02883205\sculpture_1.jpg,pedestal,cuirass,pedestal,pedestal,pedestal,pedestal,n03000134,n02883205
n02883205\sculpture_10.jpg,hair slide,bow tie,hair slide,hair slide,necklace,chain mail,n03272010,n02883205
n02883205\sculpture_2.jpg,bookshop,vestment,library,vestment,bow tie,bakery,n11879895,n02883205
n02883205\sculpture_3.jpg,wool,teddy,wig,wool,saltshaker,saltshaker,n04532106,n02883205
n02883205\sculpture_4.jpg,cowboy hat,hoopskirt,Christmas stocking,sandal,Christmas stocking,pop bottle,n15075141,n02883205
n02883205\sculpture_5.jpg,tripod,abacus,tripod,stethoscope,tripod,chime,n02119789,n02883205
n02883205\sculpture_6.jpg,pedestal,pedestal,pedestal,pedestal,pedestal,volcano,n11879895,n02883205
n02883205\sculpture_7.jpg,mask,mask,mask,mask,mask,thimble,n12768682,n02883205
n02883205\sculpture_8.jpg,wig,vase,wig,thimble,vase,teddy,n02927161,n02883205
n02883205\sculpture_9.jpg,toyshop,confectionery,pretzel,mask,toyshop,mask,n02119789,n02883205
n02883205\sketch_0.jpg,hair slide,bow tie,bow tie,sunglass,bow tie,strainer,n13040303,n02883205
n02883205\sketch_1.jpg,paper towel,envelope,harvestman,harvestman,harvestman,mouse,n03000134,n02883205
n02883205\sketch_10.jpg,bow tie,envelope,necklace,sunglass,pick,cassette,n13040303,n02883205
n02883205\sketch_11.jpg,loupe,analog clock,chain,hook,corkscrew,hook,n13040303,n02883205
n02883205\sketch_12.jpg,hook,envelope,brassiere,envelope,hook,hook,n03100240,n02883205
n02883205\sketch_13.jpg,hook,bow tie,bow tie,hair slide,bow tie,muzzle,n03100240,n02883205
n02883205\sketch_14.jpg,envelope,bow tie,hair slide,folding chair,muzzle,mouse,n03000134,n02883205
n02883205\sketch_15.jpg,bow tie,bow tie,bow tie,brassiere,bow tie,umbrella,n15075141,n02883205
