Item,Answer resnet50,Answer densenet121,Answer efficientnet_b0,Answer vgg16,Answer mobilenet_v3_large,Answer alexnet,Answer google/vit-base-patch16-224-in21k,True Label
n02948072\sculpture_0.jpg,823,684,850,823,601,852,0,n02948072
n02948072\sculpture_1.jpg,849,849,849,849,849,505,1,n02948072
n02948072\sketch_0.jpg,438,790,674,546,674,600,1,n02948072
n02948072\sketch_1.jpg,600,916,916,600,600,600,0,n02948072
n02948072\sketch_10.jpg,601,729,855,968,464,790,1,n02948072
n02948072\sketch_11.jpg,600,512,772,600,600,772,0,n02948072
n02948072\sketch_12.jpg,473,846,438,811,749,647,0,n02948072
n02948072\sketch_13.jpg,885,708,562,562,494,462,0,n02948072
n02948072\sketch_14.jpg,922,917,711,111,772,772,0,n02948072
n02948072\sketch_15.jpg,438,512,556,556,711,626,0,n02948072
n02948072\sketch_16.jpg,470,572,600,600,846,572,0,n02948072
n02948072\sketch_17.jpg,600,512,512,512,512,600,0,n02948072
n02948072\sketch_18.jpg,600,916,600,549,600,488,0,n02948072
n02948072\sketch_19.jpg,922,512,572,572,512,572,0,n02948072
n02948072\sketch_2.jpg,772,600,451,528,600,512,1,n02948072
n02948072\sketch_20.jpg,470,619,610,643,619,93,0,n02948072
n02948072\sketch_21.jpg,600,765,600,600,600,600,0,n02948072
n02948072\sketch_22.jpg,562,562,562,600,600,562,0,n02948072
n02948072\sketch_23.jpg,405,778,921,729,545,545,0,n02948072
n02948072\sketch_24.jpg,765,791,626,546,811,882,1,n02948072
n02948072\sketch_25.jpg,846,600,572,600,846,572,0,n02948072
n02948072\sketch_26.jpg,623,747,623,863,600,626,1,n02948072
n02948072\sketch_27.jpg,600,402,438,600,438,546,0,n02948072
n02948072\sketch_28.jpg,489,725,438,111,438,883,0,n02948072
n02948072\sketch_29.jpg,470,470,470,470,562,562,0,n02948072
n02948072\sketch_3.jpg,600,916,549,600,600,600,1,n02948072
n02948072\sketch_30.jpg,749,623,623,794,602,657,1,n02948072
n02948072\sketch_31.jpg,446,446,868,846,868,729,1,n02948072
n02948072\sketch_32.jpg,700,700,700,700,700,470,1,n02948072
n02948072\sketch_33.jpg,73,921,921,921,883,591,1,n02948072
n02948072\sketch_34.jpg,512,600,512,512,513,513,0,n02948072
n02948072\sketch_35.jpg,477,512,600,600,600,764,0,n02948072
n02948072\sketch_36.jpg,667,840,623,616,846,772,1,n02948072
n02948072\sketch_37.jpg,601,464,855,504,610,790,1,n02948072
n02948072\sketch_4.jpg,446,600,556,600,892,446,0,n02948072
n02948072\sketch_5.jpg,489,686,636,686,855,626,0,n02948072
n02948072\sketch_6.jpg,600,600,600,600,600,600,0,n02948072
n02948072\sketch_7.jpg,572,572,572,572,572,572,0,n02948072
n02948072\sketch_8.jpg,646,646,646,646,646,646,0,n02948072
n02948072\sketch_9.jpg,600,549,868,549,549,921,0,n02948072
n02948072\toy_0.jpg,470,470,929,470,644,709,1,n02948072
n02948072\toy_1.jpg,415,470,470,415,415,470,1,n02948072
n02948072\toy_2.jpg,678,470,589,470,740,552,0,n02948072
n02948072\toy_3.jpg,709,709,748,709,929,529,0,n02948072
n02948072\toy_4.jpg,816,470,470,470,767,680,0,n02948072
n02948072\toy_5.jpg,470,470,709,709,470,840,0,n02948072
n02948072\toy_6.jpg,470,470,470,470,470,470,0,n02948072
n02948072\toy_7.jpg,883,773,911,470,898,470,0,n02948072
n02948072\toy_8.jpg,721,684,748,709,748,684,0,n02948072
n02948072\toy_9.jpg,767,767,816,710,816,816,0,n02948072
n02948072\videogame_0.jpg,700,680,443,673,680,673,1,n02948072
n02950826\art_0.jpg,621,621,595,790,790,711,1,n02950826
n02950826\art_1.jpg,856,856,856,856,856,856,1,n02950826
n02950826\art_2.jpg,539,549,921,549,539,549,0,n02950826
n02950826\cartoon_0.jpg,600,549,549,600,611,917,1,n02950826
n02950826\cartoon_1.jpg,917,917,917,917,917,917,1,n02950826
n02950826\cartoon_2.jpg,549,549,917,549,549,411,0,n02950826
n02950826\cartoon_3.jpg,559,591,921,883,721,513,0,n02950826
n02950826\cartoon_4.jpg,769,512,674,772,674,772,0,n02950826
n02950826\cartoon_5.jpg,549,549,549,549,971,549,1,n02950826
n02950826\cartoon_6.jpg,549,591,921,549,921,917,0,n02950826
n02950826\embroidery_0.jpg,539,539,471,611,539,695,0,n02950826
n02950826\graffiti_0.jpg,600,534,677,790,543,889,1,n02950826
n02950826\graphic_0.jpg,847,847,847,847,847,847,1,n02950826
n02950826\graphic_1.jpg,913,845,310,879,983,983,1,n02950826
n02950826\graphic_2.jpg,447,844,447,844,471,916,0,n02950826
n02950826\misc_0.jpg,471,471,471,471,471,491,0,n02950826
n02950826\misc_1.jpg,471,471,471,471,471,816,0,n02950826
n02950826\misc_2.jpg,471,586,471,847,471,847,0,n02950826
n02950826\origami_0.jpg,478,478,674,700,478,764,0,n02950826
n02950826\painting_0.jpg,471,764,471,471,471,51,0,n02950826
n02950826\painting_1.jpg,471,586,471,471,471,122,0,n02950826
n02950826\painting_2.jpg,724,724,839,780,724,669,0,n02950826
n02950826\sculpture_0.jpg,708,708,708,708,562,708,0,n02950826
n02950826\sculpture_1.jpg,562,708,666,562,562,471,0,n02950826
n02950826\sculpture_2.jpg,471,471,471,471,471,471,0,n02950826
n02950826\sketch_0.jpg,729,513,875,729,729,875,0,n02950826
n02950826\sketch_1.jpg,471,729,729,600,729,875,0,n02950826
n02950826\sketch_10.jpg,786,471,471,513,513,464,0,n02950826
n02950826\sketch_11.jpg,729,674,875,600,513,676,0,n02950826
n02950826\sketch_12.jpg,471,471,471,471,471,346,0,n02950826
n02950826\sketch_13.jpg,471,856,471,471,471,847,0,n02950826
n02950826\sketch_14.jpg,471,856,471,471,471,921,0,n02950826
n02950826\sketch_15.jpg,917,788,34,122,51,537,1,n02950826
n02950826\sketch_16.jpg,471,471,471,471,902,464,0,n02950826
n02950826\sketch_17.jpg,549,549,714,549,714,684,0,n02950826
n02950826\sketch_18.jpg,487,487,626,875,605,879,1,n02950826
n02950826\sketch_19.jpg,471,763,471,764,764,847,0,n02950826
n02950826\sketch_2.jpg,828,870,584,600,765,566,1,n02950826
n02950826\sketch_20.jpg,729,600,729,600,729,729,0,n02950826
n02950826\sketch_21.jpg,729,875,729,729,729,830,0,n02950826
n02950826\sketch_22.jpg,830,870,513,600,870,772,1,n02950826
n02950826\sketch_3.jpg,870,870,870,545,545,444,1,n02950826
n02950826\sketch_4.jpg,471,471,471,471,471,513,0,n02950826
n02950826\sketch_5.jpg,729,600,729,772,729,676,1,n02950826
n02950826\sketch_6.jpg,600,916,600,600,600,549,1,n02950826
n02950826\sketch_7.jpg,471,545,471,856,545,755,0,n02950826
n02950826\sketch_8.jpg,471,471,471,777,776,776,0,n02950826
n02950826\sketch_9.jpg,633,823,600,600,772,600,0,n02950826
n02950826\sticker_0.jpg,917,917,917,917,917,917,0,n02950826
n02950826\toy_0.jpg,778,855,758,870,572,471,1,n02950826
n02950826\toy_1.jpg,902,744,470,670,902,584,1,n02950826
n02950826\toy_2.jpg,691,456,872,518,872,764,1,n02950826
n02950826\toy_3.jpg,882,740,872,763,872,763,1,n02950826
n02950826\toy_4.jpg,602,514,543,587,773,615,1,n02950826
n02950826\toy_5.jpg,471,471,471,558,447,683,1,n02950826
n02950826\videogame_0.jpg,525,472,525,472,525,595,0,n02950826
n02950826\videogame_1.jpg,833,148,148,148,404,974,1,n02950826
n02950826\videogame_10.jpg,471,471,471,758,471,763,0,n02950826
n02950826\videogame_11.jpg,472,449,975,975,449,856,1,n02950826
n02950826\videogame_12.jpg,147,147,795,833,978,540,0,n02950826
n02950826\videogame_13.jpg,646,611,611,726,699,611,0,n02950826
n02950826\videogame_14.jpg,818,758,818,676,676,473,0,n02950826
n02950826\videogame_15.jpg,801,801,801,392,801,801,0,n02950826
n02950826\videogame_16.jpg,920,920,664,595,740,975,1,n02950826
n02950826\videogame_17.jpg,917,447,447,447,471,595,1,n02950826
n02950826\videogame_2.jpg,494,746,541,643,541,577,1,n02950826
n02950826\videogame_3.jpg,576,576,576,576,576,472,0,n02950826
n02950826\videogame_4.jpg,978,978,978,833,978,734,0,n02950826
n02950826\videogame_5.jpg,917,917,916,917,916,916,1,n02950826
n02950826\videogame_6.jpg,917,691,797,447,797,691,1,n02950826
n02950826\videogame_7.jpg,472,642,642,499,706,699,0,n02950826
n02950826\videogame_8.jpg,917,471,471,856,471,691,1,n02950826
n02950826\videogame_9.jpg,690,634,975,690,975,671,0,n02950826
n02951358\art_0.jpg,576,584,488,472,584,913,0,n02951358
n02951358\art_1.jpg,472,472,472,79,472,537,0,n02951358
n02951358\art_2.jpg,562,797,611,879,787,787,0,n02951358
n02951358\art_3.jpg,472,395,0,0,975,977,0,n02951358
n02951358\art_4.jpg,472,472,472,472,472,579,0,n02951358
n02951358\cartoon_0.jpg,917,684,584,584,823,765,0,n02951358
n02951358\cartoon_1.jpg,921,921,921,835,921,921,0,n02951358
n02951358\cartoon_2.jpg,591,591,539,835,539,714,1,n02951358
n02951358\cartoon_3.jpg,917,917,917,917,611,917,1,n02951358
n02951358\cartoon_4.jpg,917,917,917,917,917,917,1,n02951358
n02951358\cartoon_5.jpg,917,765,714,892,917,512,0,n02951358
n02951358\cartoon_6.jpg,723,723,710,600,584,641,0,n02951358
n02951358\cartoon_7.jpg,916,916,772,310,772,783,0,n02951358
n02951358\deviantart_0.jpg,472,472,472,472,472,472,0,n02951358
n02951358\deviantart_1.jpg,664,916,148,664,895,148,1,n02951358
n02951358\deviantart_2.jpg,26,556,1,29,619,51,0,n02951358
n02951358\deviantart_3.jpg,972,972,972,693,693,588,0,n02951358
n02951358\deviantart_4.jpg,917,917,917,917,917,323,1,n02951358
n02951358\deviantart_5.jpg,577,868,556,868,577,36,0,n02951358
n02951358\deviantart_6.jpg,472,472,472,472,472,801,0,n02951358
n02951358\deviantart_7.jpg,472,672,979,449,449,449,0,n02951358
n02951358\deviantart_8.jpg,576,472,472,472,472,449,0,n02951358
n02951358\embroidery_0.jpg,868,692,458,591,692,458,0,n02951358
n02951358\embroidery_1.jpg,794,611,794,611,794,611,0,n02951358
n02951358\embroidery_2.jpg,443,591,591,591,443,434,0,n02951358
n02951358\embroidery_3.jpg,611,611,611,611,611,611,0,n02951358
n02951358\embroidery_4.jpg,591,611,411,611,406,611,0,n02951358
n02951358\embroidery_5.jpg,721,741,892,643,741,885,0,n02951358
n02951358\graphic_0.jpg,921,450,917,917,472,795,0,n02951358
n02951358\misc_0.jpg,450,450,472,502,606,456,0,n02951358
n02951358\misc_1.jpg,472,502,472,502,472,606,0,n02951358
n02951358\misc_2.jpg,693,738,693,703,703,93,0,n02951358
n02951358\origami_0.jpg,313,315,315,315,777,777,1,n02951358
n02951358\origami_1.jpg,549,549,659,659,659,659,0,n02951358
n02951358\painting_0.jpg,591,591,709,611,709,611,1,n02951358
n02951358\painting_1.jpg,472,562,975,975,975,556,0,n02951358
n02951358\painting_10.jpg,975,975,975,975,975,976,0,n02951358
n02951358\painting_11.jpg,472,913,148,49,562,344,0,n02951358
n02951358\painting_12.jpg,314,738,315,390,738,118,0,n02951358
n02951358\painting_13.jpg,868,892,868,868,868,868,0,n02951358
n02951358\painting_14.jpg,472,472,472,472,472,974,0,n02951358
n02951358\painting_15.jpg,611,851,611,921,666,549,1,n02951358
n02951358\painting_16.jpg,472,562,978,148,472,425,0,n02951358
n02951358\painting_17.jpg,434,27,591,721,591,71,0,n02951358
n02951358\painting_18.jpg,787,461,787,502,917,414,0,n02951358
n02951358\painting_19.jpg,472,693,868,816,693,344,0,n02951358
n02951358\painting_2.jpg,917,799,565,565,497,886,1,n02951358
n02951358\painting_3.jpg,472,472,472,472,472,693,0,n02951358
n02951358\painting_4.jpg,701,405,405,975,405,978,0,n02951358
n02951358\painting_5.jpg,693,693,472,472,693,472,1,n02951358
n02951358\painting_6.jpg,913,537,807,537,913,537,1,n02951358
n02951358\painting_7.jpg,851,851,664,648,648,851,0,n02951358
n02951358\painting_8.jpg,973,472,525,980,972,345,0,n02951358
n02951358\painting_9.jpg,472,847,472,657,472,847,0,n02951358
n02951358\sculpture_0.jpg,802,970,970,970,915,970,0,n02951358
n02951358\sculpture_1.jpg,566,476,562,562,476,694,0,n02951358
n02951358\sculpture_2.jpg,23,749,835,835,835,733,1,n02951358
n02951358\sculpture_3.jpg,107,562,708,728,452,81,1,n02951358
n02951358\sketch_0.jpg,584,674,711,677,772,584,0,n02951358
n02951358\sketch_1.jpg,676,795,584,456,772,772,1,n02951358
n02951358\sketch_10.jpg,147,111,913,913,913,839,1,n02951358
n02951358\sketch_11.jpg,472,405,405,868,708,968,0,n02951358
n02951358\sketch_12.jpg,69,68,367,343,611,840,0,n02951358
n02951358\sketch_13.jpg,676,541,516,456,676,729,1,n02951358
n02951358\sketch_14.jpg,600,111,107,79,111,111,0,n02951358
n02951358\sketch_15.jpg,729,600,729,506,729,729,0,n02951358
n02951358\sketch_16.jpg,729,729,516,600,111,444,1,n02951358
n02951358\sketch_17.jpg,584,584,584,566,316,772,1,n02951358
n02951358\sketch_18.jpg,917,318,729,729,749,755,0,n02951358
n02951358\sketch_19.jpg,679,111,456,70,600,600,0,n02951358
n02951358\sketch_2.jpg,472,472,472,502,111,835,0,n02951358
n02951358\sketch_20.jpg,729,506,821,729,647,729,0,n02951358
n02951358\sketch_21.jpg,729,316,472,316,729,772,0,n02951358
n02951358\sketch_22.jpg,472,576,525,835,472,921,0,n02951358
n02951358\sketch_23.jpg,916,916,916,916,677,916,0,n02951358
n02951358\sketch_3.jpg,584,418,623,584,772,784,1,n02951358
n02951358\sketch_4.jpg,914,914,914,914,914,780,0,n02951358
n02951358\sketch_5.jpg,111,777,111,316,111,319,0,n02951358
n02951358\sketch_6.jpg,111,623,111,772,111,828,0,n02951358
n02951358\sketch_7.jpg,772,917,772,921,921,591,1,n02951358
n02951358\sketch_8.jpg,835,780,913,835,755,516,0,n02951358
n02951358\sketch_9.jpg,875,875,875,830,875,729,0,n02951358
n02951358\sticker_0.jpg,831,795,831,831,831,920,1,n02951358
n02951358\videogame_0.jpg,525,472,525,472,525,595,0,n02951358
n02951358\videogame_1.jpg,833,148,148,148,404,974,1,n02951358
n02951358\videogame_2.jpg,576,576,576,576,576,472,0,n02951358
n02951358\videogame_3.jpg,978,978,978,833,978,734,0,n02951358
n02951358\videogame_4.jpg,472,642,642,499,706,699,0,n02951358
n02951358\videogame_5.jpg,690,634,975,690,975,671,0,n02951358
n02951358\videogame_6.jpg,472,449,975,975,449,856,1,n02951358
n02951358\videogame_7.jpg,147,147,795,833,978,540,0,n02951358
n02951358\videogame_8.jpg,801,801,801,392,801,801,0,n02951358
n02966193\art_0.jpg,921,611,921,107,917,921,0,n02966193
n02966193\art_1.jpg,619,448,619,808,619,748,0,n02966193
n02966193\cartoon_0.jpg,556,600,556,600,600,549,0,n02966193
n02966193\cartoon_1.jpg,684,868,917,868,917,443,0,n02966193
n02966193\cartoon_10.jpg,549,921,917,921,921,921,1,n02966193
n02966193\cartoon_11.jpg,470,448,470,448,846,469,0,n02966193
n02966193\cartoon_12.jpg,917,741,917,611,476,611,0,n02966193
n02966193\cartoon_13.jpg,723,892,723,921,921,549,1,n02966193
n02966193\cartoon_14.jpg,917,921,921,921,591,921,0,n02966193
n02966193\cartoon_15.jpg,476,868,458,835,921,846,0,n02966193
n02966193\cartoon_16.jpg,591,443,721,721,591,591,0,n02966193
n02966193\cartoon_17.jpg,556,600,556,600,600,549,0,n02966193
n02966193\cartoon_18.jpg,619,504,619,883,868,610,0,n02966193
n02966193\cartoon_19.jpg,549,600,674,921,556,772,0,n02966193
n02966193\cartoon_2.jpg,476,476,476,476,476,512,0,n02966193
n02966193\cartoon_20.jpg,922,741,921,921,921,868,1,n02966193
n02966193\cartoon_21.jpg,591,591,591,591,591,549,0,n02966193
n02966193\cartoon_22.jpg,476,476,476,476,476,124,0,n02966193
n02966193\cartoon_23.jpg,549,549,549,611,868,443,1,n02966193
n02966193\cartoon_24.jpg,610,610,610,610,411,709,1,n02966193
n02966193\cartoon_25.jpg,714,917,723,504,723,626,1,n02966193
n02966193\cartoon_26.jpg,526,786,526,526,786,520,0,n02966193
n02966193\cartoon_27.jpg,700,600,921,794,111,549,0,n02966193
n02966193\cartoon_28.jpg,917,549,549,917,917,446,1,n02966193
n02966193\cartoon_29.jpg,512,512,917,917,917,584,1,n02966193
n02966193\cartoon_3.jpg,868,868,709,611,917,917,1,n02966193
n02966193\cartoon_4.jpg,476,476,476,476,476,765,0,n02966193
n02966193\cartoon_5.jpg,868,610,917,917,917,610,1,n02966193
n02966193\cartoon_6.jpg,488,843,828,600,679,584,0,n02966193
n02966193\cartoon_7.jpg,476,476,917,476,917,516,1,n02966193
n02966193\cartoon_8.jpg,917,584,917,917,917,514,1,n02966193
n02966193\cartoon_9.jpg,917,476,451,709,917,917,1,n02966193
n02966193\deviantart_0.jpg,476,476,476,476,476,476,0,n02966193
n02966193\deviantart_1.jpg,619,917,917,917,917,570,1,n02966193
n02966193\deviantart_2.jpg,584,584,73,584,584,584,1,n02966193
n02966193\deviantart_3.jpg,917,124,71,584,584,121,1,n02966193
n02966193\deviantart_4.jpg,584,584,917,584,476,772,1,n02966193
n02966193\deviantart_5.jpg,600,795,600,600,600,772,1,n02966193
n02966193\deviantart_6.jpg,476,476,476,476,476,476,0,n02966193
n02966193\embroidery_0.jpg,591,591,591,591,591,496,0,n02966193
n02966193\embroidery_1.jpg,591,591,443,591,591,591,0,n02966193
n02966193\embroidery_2.jpg,748,861,748,748,861,892,1,n02966193
n02966193\embroidery_3.jpg,679,633,551,464,746,746,1,n02966193
n02966193\graphic_0.jpg,476,710,476,470,476,551,1,n02966193
n02966193\graphic_1.jpg,476,464,921,464,748,414,1,n02966193
n02966193\graphic_2.jpg,921,746,746,746,746,443,0,n02966193
n02966193\misc_0.jpg,840,529,840,840,639,604,1,n02966193
n02966193\misc_1.jpg,476,476,476,572,476,846,1,n02966193
n02966193\misc_2.jpg,496,443,443,443,904,496,0,n02966193
n02966193\misc_3.jpg,464,770,459,452,921,723,1,n02966193
n02966193\misc_4.jpg,516,570,516,516,586,516,0,n02966193
n02966193\misc_5.jpg,476,476,476,788,476,788,1,n02966193
n02966193\misc_6.jpg,619,107,73,315,312,73,0,n02966193
n02966193\misc_7.jpg,884,476,879,741,506,741,0,n02966193
n02966193\misc_8.jpg,415,415,470,470,470,529,1,n02966193
n02966193\painting_0.jpg,476,476,787,476,476,476,0,n02966193
n02966193\painting_1.jpg,868,868,868,868,721,721,0,n02966193
n02966193\painting_10.jpg,411,591,591,591,591,793,0,n02966193
n02966193\painting_11.jpg,892,464,892,892,787,684,0,n02966193
n02966193\painting_12.jpg,439,885,524,643,236,797,1,n02966193
n02966193\painting_13.jpg,476,476,476,476,476,476,0,n02966193
n02966193\painting_14.jpg,709,584,600,584,496,843,1,n02966193
n02966193\painting_2.jpg,476,476,476,476,476,476,0,n02966193
n02966193\painting_3.jpg,476,476,476,178,459,537,1,n02966193
n02966193\painting_4.jpg,556,556,591,917,854,921,0,n02966193
n02966193\painting_5.jpg,476,917,476,917,788,917,0,n02966193
n02966193\painting_6.jpg,476,476,476,476,643,643,1,n02966193
n02966193\painting_7.jpg,295,476,476,197,205,476,1,n02966193
n02966193\painting_8.jpg,765,494,619,765,476,846,1,n02966193
n02966193\painting_9.jpg,476,476,917,917,917,476,0,n02966193
n02966193\sculpture_0.jpg,476,880,846,846,846,733,0,n02966193
n02966193\sculpture_1.jpg,846,846,708,708,846,739,1,n02966193
n02966193\sculpture_2.jpg,476,476,476,476,476,476,0,n02966193
n02966193\sculpture_3.jpg,476,476,843,476,704,880,1,n02966193
n02966193\sketch_0.jpg,846,604,604,438,846,438,0,n02966193
n02966193\sketch_1.jpg,549,600,600,600,600,513,0,n02966193
n02966193\sketch_10.jpg,556,556,556,556,556,619,0,n02966193
n02966193\sketch_11.jpg,855,773,516,846,846,883,0,n02966193
n02966193\sketch_12.jpg,645,729,619,892,846,676,0,n02966193
n02966193\sketch_13.jpg,549,916,549,549,916,846,0,n02966193
n02966193\sketch_14.jpg,645,780,872,645,872,872,0,n02966193
n02966193\sketch_15.jpg,916,916,549,584,549,772,0,n02966193
n02966193\sketch_16.jpg,646,549,892,921,464,566,0,n02966193
n02966193\sketch_17.jpg,619,855,778,900,619,855,0,n02966193
n02966193\sketch_18.jpg,715,512,917,51,512,584,1,n02966193
n02966193\sketch_19.jpg,583,843,619,600,476,755,0,n02966193
n02966193\sketch_2.jpg,549,549,549,549,549,921,0,n02966193
n02966193\sketch_20.jpg,516,604,494,892,846,711,0,n02966193
n02966193\sketch_21.jpg,564,517,600,794,549,549,0,n02966193
n02966193\sketch_22.jpg,494,747,619,846,846,855,1,n02966193
n02966193\sketch_3.jpg,476,512,476,51,765,51,1,n02966193
n02966193\sketch_4.jpg,494,494,857,887,857,470,0,n02966193
n02966193\sketch_5.jpg,772,968,772,794,541,572,0,n02966193
n02966193\sketch_6.jpg,645,741,556,645,846,600,0,n02966193
n02966193\sketch_7.jpg,645,846,646,645,524,494,1,n02966193
n02966193\sketch_8.jpg,424,549,415,556,556,893,1,n02966193
n02966193\sketch_9.jpg,549,549,619,549,846,572,0,n02966193
n02966193\toy_0.jpg,476,476,476,476,476,220,0,n02966193
n02966193\toy_1.jpg,476,476,476,112,476,29,1,n02966193
n02966193\toy_2.jpg,476,476,476,476,476,865,1,n02966193
n02966193\toy_3.jpg,767,710,767,804,879,870,1,n02966193
n02966193\toy_4.jpg,476,476,476,476,476,865,0,n02966193
n02966193\toy_5.jpg,476,494,476,849,788,855,0,n02966193
n02966193\toy_6.jpg,476,604,476,846,476,504,0,n02966193
n02980441\art_0.jpg,461,883,793,793,619,643,1,n02980441
n02980441\art_1.jpg,741,611,794,917,488,132,0,n02980441
n02980441\art_2.jpg,698,498,588,636,906,698,0,n02980441
n02980441\art_3.jpg,539,539,539,539,539,539,0,n02980441
n02980441\art_4.jpg,721,591,721,721,721,721,0,n02980441
n02980441\art_5.jpg,446,916,916,916,916,916,0,n02980441
n02980441\cartoon_0.jpg,921,921,921,921,921,549,0,n02980441
n02980441\cartoon_1.jpg,917,709,917,611,917,611,1,n02980441
n02980441\cartoon_10.jpg,448,496,857,879,448,614,1,n02980441
n02980441\cartoon_11.jpg,549,918,700,549,549,549,1,n02980441
n02980441\cartoon_12.jpg,611,806,917,611,546,611,1,n02980441
n02980441\cartoon_13.jpg,767,549,700,549,549,772,0,n02980441
n02980441\cartoon_14.jpg,698,442,516,442,698,624,0,n02980441
n02980441\cartoon_15.jpg,483,497,483,483,483,483,0,n02980441
n02980441\cartoon_16.jpg,591,549,591,611,611,611,0,n02980441
n02980441\cartoon_17.jpg,868,483,794,448,619,723,1,n02980441
n02980441\cartoon_18.jpg,549,855,695,549,721,549,0,n02980441
n02980441\cartoon_19.jpg,879,611,611,611,611,611,0,n02980441
n02980441\cartoon_2.jpg,918,918,918,918,549,918,0,n02980441
n02980441\cartoon_20.jpg,549,549,549,549,549,549,0,n02980441
n02980441\cartoon_21.jpg,917,917,917,917,917,917,1,n02980441
n02980441\cartoon_22.jpg,917,870,868,917,549,772,1,n02980441
n02980441\cartoon_23.jpg,729,917,724,600,513,611,0,n02980441
n02980441\cartoon_3.jpg,700,111,512,488,477,512,0,n02980441
n02980441\cartoon_4.jpg,497,698,406,406,483,483,0,n02980441
n02980441\cartoon_5.jpg,918,918,549,549,549,549,0,n02980441
n02980441\cartoon_6.jpg,549,478,549,549,549,700,0,n02980441
n02980441\cartoon_7.jpg,872,865,917,917,917,865,1,n02980441
n02980441\cartoon_8.jpg,497,773,497,556,497,497,1,n02980441
n02980441\cartoon_9.jpg,483,483,483,483,483,483,0,n02980441
n02980441\deviantart_0.jpg,483,483,483,483,483,483,0,n02980441
n02980441\deviantart_1.jpg,483,972,483,972,972,483,0,n02980441
n02980441\deviantart_2.jpg,483,483,483,663,483,663,0,n02980441
n02980441\deviantart_3.jpg,970,483,483,483,668,483,0,n02980441
n02980441\deviantart_4.jpg,483,483,483,483,483,862,0,n02980441
n02980441\deviantart_5.jpg,972,979,979,980,979,839,1,n02980441
n02980441\deviantart_6.jpg,970,970,970,978,975,646,1,n02980441
n02980441\deviantart_7.jpg,483,483,483,483,483,663,0,n02980441
n02980441\deviantart_8.jpg,483,460,437,975,437,718,0,n02980441
n02980441\embroidery_0.jpg,443,443,443,443,502,692,1,n02980441
n02980441\embroidery_1.jpg,549,917,917,921,917,729,1,n02980441
n02980441\embroidery_2.jpg,748,658,748,658,443,327,0,n02980441
n02980441\embroidery_3.jpg,748,721,748,721,748,608,0,n02980441
n02980441\embroidery_4.jpg,741,800,865,741,873,592,1,n02980441
n02980441\graphic_0.jpg,921,692,921,921,921,917,0,n02980441
n02980441\graphic_1.jpg,556,483,904,483,483,483,0,n02980441
n02980441\graphic_2.jpg,455,571,892,458,892,844,0,n02980441
n02980441\graphic_3.jpg,791,674,921,549,791,921,0,n02980441
n02980441\graphic_4.jpg,483,698,483,483,483,483,0,n02980441
n02980441\graphic_5.jpg,483,483,483,663,663,409,0,n02980441
n02980441\graphic_6.jpg,668,832,832,832,497,812,0,n02980441
n02980441\misc_0.jpg,862,437,437,468,437,900,0,n02980441
n02980441\misc_1.jpg,898,918,588,811,898,898,0,n02980441
n02980441\misc_2.jpg,470,470,470,788,440,883,1,n02980441
n02980441\misc_3.jpg,483,483,497,497,497,497,0,n02980441
n02980441\misc_4.jpg,669,470,819,669,564,470,1,n02980441
n02980441\misc_5.jpg,470,470,483,497,470,470,1,n02980441
n02980441\misc_6.jpg,861,532,496,659,470,845,1,n02980441
n02980441\origami_0.jpg,483,483,483,483,483,483,0,n02980441
n02980441\origami_1.jpg,478,832,448,832,526,710,0,n02980441
n02980441\origami_2.jpg,453,478,794,478,794,999,0,n02980441
n02980441\origami_3.jpg,448,497,406,716,448,794,0,n02980441
n02980441\origami_4.jpg,470,470,898,470,483,406,0,n02980441
n02980441\origami_5.jpg,865,698,406,406,716,406,0,n02980441
n02980441\painting_0.jpg,921,562,483,698,483,698,0,n02980441
n02980441\painting_1.jpg,611,611,611,611,611,611,1,n02980441
n02980441\painting_2.jpg,483,483,483,483,483,922,1,n02980441
n02980441\painting_3.jpg,721,721,721,721,721,587,1,n02980441
n02980441\painting_4.jpg,483,851,664,904,904,664,0,n02980441
n02980441\painting_5.jpg,483,970,970,970,970,562,0,n02980441
n02980441\painting_6.jpg,415,415,470,762,478,762,0,n02980441
n02980441\painting_7.jpg,611,921,483,483,483,921,0,n02980441
n02980441\painting_8.jpg,648,851,648,648,648,495,0,n02980441
n02980441\sculpture_0.jpg,832,832,832,832,832,832,0,n02980441
n02980441\sculpture_1.jpg,460,851,497,437,460,833,1,n02980441
n02980441\sculpture_2.jpg,646,663,668,832,668,538,0,n02980441
n02980441\sketch_0.jpg,483,483,483,483,483,483,0,n02980441
n02980441\sketch_1.jpg,455,611,591,892,483,917,0,n02980441
n02980441\sketch_10.jpg,549,549,549,549,545,584,1,n02980441
n02980441\sketch_11.jpg,483,483,483,663,483,483,0,n02980441
n02980441\sketch_12.jpg,549,611,611,921,611,611,0,n02980441
n02980441\sketch_13.jpg,483,483,483,483,483,403,0,n02980441
n02980441\sketch_14.jpg,547,611,646,611,611,724,0,n02980441
n02980441\sketch_15.jpg,464,497,497,563,497,540,0,n02980441
n02980441\sketch_16.jpg,626,783,921,563,626,921,0,n02980441
n02980441\sketch_17.jpg,610,917,572,892,724,540,0,n02980441
n02980441\sketch_18.jpg,483,483,483,483,832,663,0,n02980441
n02980441\sketch_19.jpg,916,794,851,921,549,794,0,n02980441
n02980441\sketch_2.jpg,483,497,497,657,438,442,0,n02980441
