Item,Answer_resnet18,Answer_resnet34,Answer_resnet50,Answer_resnet101,Answer_resnet152,Answer_densenet121,Answer_densenet161,Answer_densenet169,Answer_densenet201,Answer_efficientnet_b0,Answer_efficientnet_b1,Answer_efficientnet_b2,Answer_efficientnet_b3,Answer_efficientnet_b4,Answer_vgg11,Answer_vgg13,Answer_vgg16,Answer_vgg19,Answer_mobilenet_v2,Answer_mobilenet_v3_large,Answer_mobilenet_v3_small,Answer_alexnet,Answer_shufflenet_v2_x0_5,Answer_shufflenet_v2_x1_0,Answer_squeezenet1_0,Answer_squeezenet1_1,Answer_inception_v3,True Label
n02165456\0.000031_chain _ chain_0.99413586.jpg,knot,knot,macaw,knot,knot,knot,knot,knot,knot,knot,knot,knot,knot,knot,knot,knot,knot,knot,knot,knot,padlock,padlock,macaw,macaw,knot,chainlink fence,knot,chain 
n02165456\0.000040_drumstick _ drumstick_0.6083781.jpg,modem,modem,space bar,computer keyboard,computer keyboard,modem,computer keyboard,cellular telephone,cellular telephone,cellular telephone,computer keyboard,computer keyboard,modem,computer keyboard,cellular telephone,cellular telephone,cellular telephone,modem,cellular telephone,cellular telephone,odometer,computer keyboard,cellular telephone,modem,iPod,cellular telephone,modem,drumstick 
n02165456\0.000041_mushroom _ mushroom_0.9046747.jpg,stinkhorn,stinkhorn,earthstar,stinkhorn,stinkhorn,stinkhorn,stinkhorn,earthstar,stinkhorn,stinkhorn,stinkhorn,earthstar,earthstar,stinkhorn,earthstar,stinkhorn,stinkhorn,stinkhorn,stinkhorn,stinkhorn,stinkhorn,sarong,stinkhorn,stinkhorn,earthstar,earthstar,stinkhorn,mushroom 
n02165456\0.000052_bubble _ bubble_0.9994578.jpg,bubble,Petri dish,loupe,guacamole,guacamole,bubble,bubble,Petri dish,bubble,Petri dish,Petri dish,Petri dish,Petri dish,loupe,bubble,bubble,bubble,Petri dish,guacamole,bubble,bubble,bubble,Petri dish,bubble,eel,bubble,loupe,bubble 
n02165456\0.000054_revolver _ revolver_0.88603497.jpg,revolver,rifle,revolver,reel,revolver,binoculars,joystick,revolver,rifle,revolver,revolver,revolver,binoculars,binoculars,revolver,revolver,revolver,revolver,reel,reel,reel,revolver,thunder snake,revolver,binoculars,rifle,water bottle,revolver 
n02165456\0.000055_mushroom _ mushroom_0.653666.jpg,wreck,mushroom,mushroom,mushroom,mushroom,mushroom,mushroom,hen-of-the-woods,sundial,mushroom,ant,mushroom,mushroom,mushroom,agaric,harvestman,agaric,harvestman,mushroom,ant,hen-of-the-woods,alligator lizard,alligator lizard,ringlet,harvestman,bolete,mushroom,mushroom 
n02165456\0.000062_bubble _ bubble_0.97705066.jpg,Petri dish,Petri dish,loupe,Petri dish,Petri dish,Petri dish,Petri dish,Petri dish,Petri dish,Petri dish,Petri dish,Petri dish,Petri dish,Petri dish,Petri dish,bubble,bubble,Petri dish,Petri dish,Petri dish,strainer,beer glass,strainer,beaker,strainer,strainer,Petri dish,bubble 
n02165456\0.000088_ant _ ant_0.9997793.jpg,cliff dwelling,ant,ant,honeycomb,ant,cliff dwelling,cliff dwelling,ant,ant,honeycomb,ant,cliff dwelling,honeycomb,honeycomb,cliff dwelling,cliff dwelling,cliff dwelling,cliff dwelling,cliff dwelling,cliff dwelling,cliff dwelling,cliff dwelling,cliff dwelling,cliff dwelling,cliff dwelling,cliff dwelling,apiary,ant 
n02165456\0.000089_wheelbarrow _ wheelbarrow_0.8480063.jpg,cliff dwelling,hatchet,nail,tile roof,lumbermill,lumbermill,bolete,bolete,bolete,lumbermill,barrow,plow,lumbermill,lumbermill,plow,plow,tile roof,hatchet,lumbermill,lumbermill,French loaf,triceratops,lumbermill,cliff dwelling,cliff dwelling,hammer,bolete,wheelbarrow 
n02165456\0.000106_sandal _ sandal_0.9793027.jpg,Band Aid,punching bag,knee pad,buckle,buckle,knee pad,sandal,knee pad,knee pad,buckle,lighter,Band Aid,knee pad,Band Aid,holster,coffeepot,buckle,knee pad,buckle,punching bag,buckle,beer glass,lighter,knee pad,microphone,lighter,sandal,sandal 
n02165456\0.000133_jellyfish _ jellyfish_0.9927367.jpg,Petri dish,Petri dish,gong,Petri dish,Petri dish,Petri dish,jellyfish,Petri dish,Petri dish,Petri dish,Petri dish,Petri dish,jellyfish,magnetic compass,Petri dish,Petri dish,Petri dish,Petri dish,Petri dish,Petri dish,gong,Petri dish,nematode,Petri dish,jellyfish,Petri dish,gong,jellyfish 
n02165456\0.000134_lighter _ lighter_0.36611646.jpg,gasmask,remote control,microphone,buckle,microphone,remote control,running shoe,washer,buckle,running shoe,pencil box,running shoe,screwdriver,remote control,running shoe,combination lock,microphone,running shoe,thimble,running shoe,syringe,pill bottle,pill bottle,thimble,thimble,thimble,microphone,lighter 
n02165456\0.000146_chest _ chest_0.9911204.jpg,ocarina,chest,chest,bannister,chest,rifle,flute,rifle,hammer,rifle,chest,chest,bannister,chest,chest,chest,chest,chest,chest,chest,chest,chest,chest,broom,chest,seashore,rifle,chest 
n02165456\0.000147_digital clock _ digital clock_0.9201714.jpg,cellular telephone,cellular telephone,cellular telephone,cellular telephone,cellular telephone,hand-held computer,hand-held computer,hand-held computer,hand-held computer,cellular telephone,hand-held computer,hand-held computer,hand-held computer,scale,hand-held computer,cellular telephone,hand-held computer,cellular telephone,hand-held computer,cellular telephone,hand-held computer,harmonica,scale,hand-held computer,cellular telephone,scale,hand-held computer,digital clock 
n02165456\0.000157_corn _ corn_0.9868978.jpg,ear,knot,starfish,stinkhorn,stinkhorn,stinkhorn,starfish,stinkhorn,ear,ear,stinkhorn,stinkhorn,starfish,ear,pineapple,gyromitra,pineapple,ear,pineapple,ear,starfish,knot,pineapple,starfish,pineapple,stinkhorn,stinkhorn,corn 
n02165456\0.000157_cradle _ cradle_0.7614245.jpg,pencil sharpener,pencil sharpener,pencil sharpener,paper towel,switch,radiator,pencil sharpener,radiator,pencil sharpener,pencil sharpener,clog,pencil sharpener,chest,cradle,paper towel,paper towel,radiator,radiator,hamper,paper towel,pencil sharpener,wardrobe,mushroom,cradle,cradle,wooden spoon,cradle,cradle 
n02165456\0.000181_hermit crab _ hermit crab_0.9566013.jpg,hermit crab,hermit crab,hermit crab,hermit crab,hermit crab,hermit crab,ant,ant,fiddler crab,fiddler crab,ladybug,rock crab,thunder snake,sea snake,fiddler crab,hermit crab,scorpion,fiddler crab,fiddler crab,fiddler crab,hermit crab,fiddler crab,fiddler crab,fiddler crab,chiton,hermit crab,dung beetle,hermit crab 
n02165456\0.000198_chain _ chain_0.99988353.jpg,acorn,chain,knot,chain,swing,chain,necklace,chain,chain,walking stick,ant,ant,ant,ant,honeycomb,ant,harvestman,ant,ant,chain,walking stick,centipede,garden spider,ant,garden spider,chain,hip,chain 
n02165456\0.000198_digital clock _ digital clock_0.7205174.jpg,odometer,odometer,odometer,CD player,reflex camera,CD player,magnetic compass,stopwatch,CD player,odometer,CD player,analog clock,odometer,reflex camera,odometer,odometer,odometer,odometer,reflex camera,puck,reflex camera,odometer,CD player,reflex camera,CD player,CD player,magnetic compass,digital clock 
n02165456\0.000208_corn _ corn_0.9353836.jpg,ear,starfish,ear,corn,ear,corn,ear,knot,ear,corn,corn,corn,corn,corn,starfish,corn,starfish,starfish,corn,corn,corn,starfish,ear,starfish,ear,starfish,ear,corn 
n02165456\0.000213_lighter _ lighter_0.8122003.jpg,joystick,lens cap,digital watch,digital watch,digital watch,lighter,power drill,digital watch,digital watch,cockroach,digital watch,digital watch,digital watch,digital watch,lighter,revolver,remote control,revolver,lighter,digital watch,Band Aid,revolver,holster,digital watch,revolver,digital watch,power drill,lighter 
n02165456\0.000227_breastplate _ breastplate_0.9652353.jpg,mortar,scabbard,scabbard,scabbard,scabbard,scabbard,hammer,hammer,scabbard,hammer,scabbard,hammer,projectile,projectile,mortar,hammer,scabbard,scabbard,scabbard,hammer,hand blower,holster,scabbard,hammer,scabbard,scabbard,oil filter,breastplate 
n02165456\0.000231_snail _ snail_0.99924314.jpg,snail,snail,ladybug,snail,ladybug,snail,snail,tick,snail,snail,snail,snail,fly,fly,snail,snail,tick,snail,snail,snail,ladybug,ladybug,ladybug,snail,tick,snail,snail,snail 
n02165456\0.000248_acorn _ acorn_0.9886501.jpg,acorn,acorn,acorn,acorn,acorn,acorn,gong,acorn,gong,acorn,acorn,acorn,maypole,acorn,acorn,acorn,acorn,acorn,acorn,acorn,acorn,long-horned beetle,fox squirrel,acorn,acorn,ant,acorn,acorn 
n02165456\0.000250_acorn _ acorn_0.9962872.jpg,plow,acorn,ladybug,ladybug,ladybug,acorn,acorn,acorn,acorn,acorn,ladybug,ladybug,acorn,acorn,plow,acorn,acorn,acorn,acorn,acorn,acorn,earthstar,acorn,triceratops,triceratops,mushroom,acorn,acorn 
n02165456\0.000252_soap dispenser _ soap dispenser_0.75139594.jpg,soap dispenser,space heater,lotion,lotion,hair spray,lotion,hair spray,power drill,sunscreen,sunscreen,lotion,sunscreen,hair spray,sunscreen,lighter,oil filter,water bottle,hair spray,pencil sharpener,pencil sharpener,water bottle,pencil sharpener,vacuum,space heater,hair spray,hair spray,hair spray,soap dispenser 
n02165456\0.000255_shipwreck _ shipwreck_0.7610591.jpg,wreck,apiary,nail,hatchet,hatchet,wreck,wreck,lumbermill,lumbermill,apiary,apiary,lumbermill,apiary,lumbermill,wreck,wreck,apiary,apiary,wreck,worm fence,wreck,apiary,lumbermill,breakwater,wreck,wreck,apiary,shipwreck 
n02165456\0.000265_clothes iron _ clothes iron_0.9385912.jpg,car wheel,steel drum,ladybug,ladybug,banjo,solar dish,ladybug,Petri dish,ant,ladybug,ladybug,ladybug,Petri dish,ladybug,Petri dish,car mirror,Petri dish,Petri dish,Petri dish,Petri dish,Petri dish,vault,black widow,perfume,car mirror,car mirror,ladybug,clothes iron 
n02165456\0.000299_breastplate _ breastplate_0.6640472.jpg,piggy bank,breastplate,packet,packet,packet,breastplate,breastplate,breastplate,packet,wallet,ladybug,mailbag,envelope,wallet,breastplate,breastplate,shield,breastplate,tick,packet,switch,nematode,saltshaker,piggy bank,breastplate,breastplate,purse,breastplate 
n02165456\0.000316_nail _ nail_0.9595983.jpg,worm fence,padlock,pole,nail,nail,turnstile,turnstile,radiator,nail,park bench,turnstile,window shade,nail,nail,turnstile,worm fence,nail,turnstile,nail,turnstile,nail,park bench,chain,nail,scabbard,chain,prison,nail 
n02165456\0.000366_bee _ bee_0.9824196.jpg,cardoon,cardoon,cardoon,cardoon,cardoon,cardoon,cardoon,cardoon,cardoon,cardoon,cardoon,cardoon,cardoon,cardoon,cardoon,cardoon,cardoon,cardoon,cardoon,cardoon,cardoon,cardoon,cardoon,cardoon,cardoon,cardoon,cardoon,bee 
n02165456\0.000376_lighter _ lighter_0.9911664.jpg,cleaver,cleaver,padlock,ladybug,ladybug,hatchet,cleaver,spatula,padlock,mousetrap,cleaver,slide rule,cleaver,padlock,cleaver,Band Aid,cleaver,cleaver,rule,cleaver,cleaver,cleaver,paintbrush,cleaver,hatchet,Band Aid,cleaver,lighter 
n02165456\0.000419_salt shaker _ salt shaker_0.7155933.jpg,soap dispenser,cornet,espresso maker,soap dispenser,ladybug,soap dispenser,soap dispenser,soap dispenser,cocktail shaker,coffeepot,cocktail shaker,cocktail shaker,cocktail shaker,soap dispenser,espresso maker,coffeepot,saltshaker,coffeepot,coffeepot,coffeepot,coffeepot,coffeepot,coffeepot,coffeepot,coffeepot,saltshaker,soap dispenser,salt shaker 
n02165456\0.000471_maraca _ quill_0.73600787.jpg,stopwatch,quill,maraca,quill,stopwatch,crossword puzzle,barometer,barometer,ocarina,pick,pick,mouse,ocarina,leaf beetle,slide rule,stopwatch,stopwatch,barometer,envelope,pick,envelope,barometer,fountain pen,crossword puzzle,rubber eraser,stopwatch,tick,maraca 
n02165456\0.000477_bow _ bow_0.91434133.jpg,whiptail,whiptail,knot,mitten,swab,whiptail,knot,knot,whiptail,swab,whiptail,whiptail,slug,knot,whiptail,whiptail,whiptail,whiptail,knot,whiptail,whiptail,terrapin,whiptail,mitten,whiptail,whiptail,slug,bow 
n02165456\0.000477_toaster _ toaster_0.52231354.jpg,grille,cellular telephone,reflex camera,reflex camera,reflex camera,vacuum,reflex camera,reflex camera,reflex camera,parking meter,sewing machine,toaster,joystick,reflex camera,toaster,parking meter,parking meter,parking meter,toaster,toaster,convertible,parking meter,toaster,cassette player,parking meter,gas pump,lighter,toaster 
n02165456\0.000530_soap dispenser _ soap dispenser_0.5393073.jpg,trifle,tick,Crock Pot,tick,soap dispenser,Crock Pot,Crock Pot,Crock Pot,perfume,black widow,Crock Pot,nipple,cassette,ant,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,beer glass,measuring cup,scorpion,Crock Pot,Crock Pot,Petri dish,soap dispenser 
n02165456\0.000555_banana _ banana_0.60181373.jpg,strawberry,strawberry,strawberry,strawberry,strawberry,strawberry,strawberry,strawberry,strawberry,strawberry,strawberry,strawberry,strawberry,strawberry,strawberry,strawberry,strawberry,strawberry,strawberry,strawberry,strawberry,strawberry,strawberry,strawberry,strawberry,strawberry,strawberry,banana 
n02165456\0.000576_cowboy boot _ cowboy boot_0.54690236.jpg,crayfish,sandal,cowboy boot,sandal,sandal,clog,sandal,Loafer,sandal,buckle,sandal,sandal,sandal,sandal,reel,clog,clog,cowboy boot,muzzle,cowboy boot,cliff,bubble,axolotl,Arabian camel,Angora,hog,sandal,cowboy boot 
n02165456\0.000577_syringe _ syringe_0.632979.jpg,earthstar,earthstar,acorn,acorn,syringe,buckeye,syringe,syringe,eft,earthstar,earthstar,stinkhorn,acorn,eft,syringe,barrow,eft,eft,eft,eft,eft,eft,eft,stinkhorn,eft,vault,syringe,syringe 
n02165456\0.000593_lighter _ lighter_0.75299525.jpg,pencil sharpener,harvestman,can opener,chest,chest,Polaroid camera,Polaroid camera,harmonica,hard disc,ladybug,bolo tie,screw,switch,hard disc,pencil sharpener,pencil sharpener,switch,can opener,lighter,pencil sharpener,parking meter,padlock,reel,combination lock,syringe,microphone,pool table,lighter 
n02165456\0.000633_Christmas stocking _ Christmas stocking_0.9896354.jpg,Christmas stocking,Christmas stocking,beer bottle,beer bottle,beer bottle,pop bottle,pop bottle,Christmas stocking,beer bottle,pop bottle,beer bottle,pop bottle,pop bottle,pop bottle,Christmas stocking,Christmas stocking,Christmas stocking,Christmas stocking,sock,pop bottle,soap dispenser,Christmas stocking,Christmas stocking,broccoli,Christmas stocking,Christmas stocking,maraca,Christmas stocking 
n02165456\0.000740_chain _ chain_0.667434.jpg,chainlink fence,chainlink fence,ladybug,stole,chainlink fence,chainlink fence,chainlink fence,chainlink fence,chainlink fence,chainlink fence,chainlink fence,chainlink fence,chainlink fence,chainlink fence,chainlink fence,chainlink fence,chainlink fence,chainlink fence,chainlink fence,chainlink fence,chainlink fence,chain,chain,chain,bolo tie,chain,chainlink fence,chain 
n02165456\0.000766_weevil _ weevil_0.98219806.jpg,weevil,tick,weevil,dung beetle,dung beetle,tick,tick,tick,tick,tick,tick,dung beetle,dung beetle,dung beetle,tick,dung beetle,tick,dung beetle,tick,tick,hermit crab,tick,tick,tick,tick,tick,dung beetle,weevil 
n02165456\0.000803_custard apple _ custard apple_0.5225114.jpg,marmoset,titi,custard apple,fig,fig,acorn,custard apple,acorn,fig,acorn,ladybug,acorn,fig,acorn,howler monkey,howler monkey,jacamar,marmoset,titi,acorn,acorn,jacamar,agama,jacamar,capuchin,howler monkey,spider monkey,custard apple 
n02165456\0.000827_quill _ lighter_0.38006324.jpg,drum,caldron,beer bottle,beer bottle,beer bottle,caldron,caldron,beer bottle,Crock Pot,beer bottle,caldron,beer bottle,beer bottle,beer bottle,chocolate sauce,teapot,Crock Pot,saltshaker,Crock Pot,coffeepot,Crock Pot,rhinoceros beetle,rhinoceros beetle,Crock Pot,violin,cockroach,candle,quill 
n02165456\0.000846_piggy bank _ piggy bank_0.724852.jpg,shower cap,shower cap,shower cap,plastic bag,tick,shower cap,shower cap,plastic bag,shower cap,plastic bag,tick,plastic bag,plastic bag,plastic bag,shower cap,shower cap,shower cap,shower cap,shower cap,goblet,goblet,shower cap,plastic bag,shower cap,shower cap,shower cap,oxygen mask,piggy bank 
n02165456\0.000902_crayfish _ crayfish_0.97486377.jpg,gyromitra,pineapple,ant,honeycomb,spiny lobster,honeycomb,crayfish,spiny lobster,pineapple,wolf spider,spiny lobster,honeycomb,pineapple,honeycomb,pineapple,pineapple,pineapple,pineapple,pineapple,pineapple,pineapple,centipede,pineapple,pineapple,pineapple,pineapple,pineapple,crayfish 
n02165456\0.000947_accordion _ lighter_0.9095938.jpg,accordion,accordion,doormat,rubber eraser,rubber eraser,accordion,packet,accordion,accordion,envelope,doormat,matchstick,rubber eraser,rule,rule,rule,matchstick,rule,space heater,book jacket,abacus,accordion,space heater,space heater,matchstick,accordion,pencil box,accordion 
n02165456\0.001018_doormat _ doormat_0.39849406.jpg,cleaver,bathtub,Band Aid,Band Aid,Band Aid,Band Aid,Band Aid,cleaver,Band Aid,Band Aid,tick,tick,Band Aid,Band Aid,Band Aid,mousetrap,Band Aid,mousetrap,Band Aid,Band Aid,toilet tissue,paper towel,cleaver,scale,mantis,plunger,cleaver,doormat 
n02165456\0.001072_American robin _ American robin_0.78346276.jpg,ladybug,robin,robin,ladybug,ladybug,acorn,ladybug,ladybug,ladybug,ladybug,ladybug,ladybug,robin,brambling,robin,hip,acorn,acorn,ladybug,ladybug,robin,robin,robin,robin,robin,robin,hip,American robin 
n02165456\0.001175_drumstick _ drumstick_0.6874599.jpg,drumstick,drumstick,matchstick,paintbrush,perfume,drumstick,drumstick,drumstick,drumstick,drumstick,drumstick,wooden spoon,drumstick,pencil sharpener,drumstick,drumstick,paintbrush,wooden spoon,drumstick,drumstick,drumstick,potter's wheel,drumstick,drumstick,drumstick,drumstick,mousetrap,drumstick 
n02165456\0.001212_mask _ bow tie_0.35650143.jpg,sandal,bow tie,mosquito net,velvet,mosquito net,Band Aid,knot,bath towel,jean,knot,safety pin,plastic bag,mailbag,swab,seat belt,bow tie,Windsor tie,starfish,seat belt,mailbag,spindle,jean,seat belt,handkerchief,jigsaw puzzle,jean,sunscreen,mask 
n02165456\0.001368_doormat _ doormat_0.9997683.jpg,doormat,doormat,doormat,ladybug,doormat,doormat,doormat,doormat,doormat,doormat,doormat,doormat,doormat,wallet,doormat,doormat,doormat,doormat,doormat,doormat,doormat,doormat,doormat,doormat,doormat,doormat,doormat,doormat 
n02165456\0.001514_acorn _ hermit crab_0.74090546.jpg,snail,acorn,dung beetle,dung beetle,dung beetle,cockroach,ant,tiger beetle,dung beetle,fiddler crab,acorn,dung beetle,acorn,fiddler crab,hermit crab,hermit crab,hermit crab,ant,dung beetle,dung beetle,leaf beetle,snail,hermit crab,snail,hermit crab,tiger beetle,leaf beetle,acorn 
n02165456\0.001575_ocarina _ ocarina_0.9974329.jpg,pencil sharpener,loudspeaker,lighter,fountain pen,lighter,pencil sharpener,seat belt,fountain pen,seat belt,pencil sharpener,pencil sharpener,pencil sharpener,seat belt,seat belt,fountain pen,thimble,fountain pen,pencil sharpener,pencil sharpener,pencil sharpener,pencil sharpener,switch,pencil sharpener,ocarina,chime,ocarina,pencil sharpener,ocarina 
n02165456\0.001599_rotary dial telephone _ rotary dial telephone_0.48614877.jpg,chocolate sauce,hair slide,waffle iron,ladybug,waffle iron,purse,waffle iron,hair slide,waffle iron,waffle iron,ladybug,waffle iron,waffle iron,waffle iron,dial telephone,dial telephone,holster,plane,hair slide,holster,holster,Loafer,violin,purse,Loafer,joystick,waffle iron,rotary dial telephone 
n02165456\0.001634_harvestman _ harvestman_0.98262227.jpg,harvestman,harvestman,walking stick,harvestman,leaf beetle,harvestman,harvestman,harvestman,harvestman,harvestman,harvestman,harvestman,harvestman,harvestman,harvestman,harvestman,harvestman,harvestman,harvestman,harvestman,harvestman,walking stick,walking stick,harvestman,walking stick,walking stick,harvestman,harvestman 
n02165456\0.001801_small white _ small white_0.65709466.jpg,cabbage butterfly,cabbage butterfly,ladybug,bee,monarch,cabbage butterfly,cardoon,pot,cabbage butterfly,cardoon,ladybug,ladybug,ladybug,ladybug,bee,cardoon,bee,monarch,admiral,ladybug,pot,cardoon,cardoon,cardoon,cabbage butterfly,cardoon,pot,small white 
n02165456\0.001939_snail _ hermit crab_0.8747403.jpg,chiton,hermit crab,ladybug,ladybug,hermit crab,ladybug,ladybug,ladybug,ladybug,chiton,chiton,ladybug,ladybug,ladybug,conch,loggerhead,hermit crab,hermit crab,chiton,hermit crab,chiton,banded gecko,cliff,electric ray,electric ray,sea cucumber,ladybug,snail 
n02165456\0.001949_hermit crab _ scorpion_0.881401.jpg,scorpion,tick,hermit crab,hermit crab,hermit crab,tick,tick,tick,tick,tick,tick,tick,tick,tick,tick,tick,tick,tick,tick,tick,tick,tick,tick,tick,tick,tick,hermit crab,hermit crab 
n02165456\0.001996_chain _ chain_0.81852216.jpg,padlock,disk brake,parking meter,cannon,hook,hook,hook,hook,hook,disk brake,disk brake,disk brake,disk brake,disk brake,disk brake,disk brake,padlock,disk brake,hook,joystick,disk brake,chain saw,disk brake,sewing machine,padlock,disk brake,parking meter,chain 
n02165456\0.002020_basketball _ basketball_0.57329404.jpg,black widow,basketball,plastic bag,plastic bag,plastic bag,plastic bag,plastic bag,plastic bag,plastic bag,plastic bag,ladybug,plastic bag,plastic bag,plastic bag,plastic bag,sea lion,jellyfish,alp,tub,ladybug,black widow,snowmobile,cliff,tiger shark,platypus,platypus,shower cap,basketball 
n02165456\0.002061_sundial _ sundial_0.514818.jpg,switch,wallet,digital watch,digital watch,buckle,hair slide,ocarina,buckle,buckle,digital watch,tick,Band Aid,rule,digital watch,remote control,lighter,pencil sharpener,remote control,ocarina,sunglasses,digital watch,sleeping bag,sleeping bag,wallet,binoculars,sleeping bag,digital watch,sundial 
n02165456\0.002131_chest _ toaster_0.6099901.jpg,parking meter,rule,scabbard,rotisserie,rule,rule,toaster,toaster,cassette,rule,rule,guillotine,safe,apiary,rule,rule,tape player,toaster,harmonica,pay-phone,pencil sharpener,rule,rule,modem,rule,rule,tape player,chest 
n02165456\0.002217_tank _ tank_0.59403974.jpg,cannon,mailbox,mailbox,grille,grille,birdhouse,lighter,plane,mousetrap,parking meter,freight car,plane,racer,street sign,plane,plane,plane,parking meter,mousetrap,street sign,joystick,plane,projector,mousetrap,plane,plane,chain saw,tank 
n02165456\0.002310_pomegranate _ pomegranate_0.936091.jpg,hip,pomegranate,tick,pomegranate,pomegranate,pomegranate,pomegranate,pomegranate,pomegranate,hip,pomegranate,pomegranate,pomegranate,pomegranate,barn spider,hip,pomegranate,barn spider,pomegranate,pomegranate,hip,fig,hip,buckeye,spindle,hip,pomegranate,pomegranate 
n02165456\0.002390_rotary dial telephone _ manhole cover_0.7119355.jpg,computer keyboard,computer keyboard,computer keyboard,space bar,computer keyboard,remote control,computer keyboard,computer keyboard,computer keyboard,computer keyboard,computer keyboard,computer keyboard,computer keyboard,computer keyboard,computer keyboard,computer keyboard,computer keyboard,computer keyboard,computer keyboard,computer keyboard,computer keyboard,computer keyboard,computer keyboard,computer keyboard,computer keyboard,computer keyboard,computer keyboard,rotary dial telephone 
n02165456\0.002423_nail _ nail_0.7259478.jpg,tile roof,nail,nail,nail,nail,nail,nail,nail,nail,chain,centipede,nail,nail,barrel,centipede,centipede,centipede,tile roof,centipede,centipede,nail,centipede,centipede,centipede,nail,nail,centipede,nail 
n02165456\0.002481_pomegranate _ crayfish_0.25337246.jpg,tray,cockroach,bathtub,bee,bathtub,handkerchief,tray,tray,tick,bathtub,tray,cockroach,washbasin,cockroach,envelope,bathtub,bathtub,bathtub,mixing bowl,fiddler crab,handkerchief,plate,envelope,handkerchief,envelope,envelope,wolf spider,pomegranate 
n02165456\0.002608_corn _ starfish_0.5868033.jpg,sea cucumber,sea cucumber,sea cucumber,honeycomb,honeycomb,sea cucumber,sea cucumber,Gila monster,sea cucumber,sea cucumber,honeycomb,sea cucumber,sea cucumber,sea cucumber,sea cucumber,buckeye,starfish,sea cucumber,sea cucumber,honeycomb,sea cucumber,sea cucumber,sea cucumber,sea cucumber,sea cucumber,starfish,sea cucumber,corn 
n02165456\0.002689_nail _ chain_0.60385406.jpg,screw,honeycomb,broom,abacus,syringe,safe,envelope,hair slide,hair slide,abacus,broom,rule,rule,safety pin,lampshade,envelope,envelope,candle,rule,rule,rule,rule,palace,hair slide,tray,syringe,safety pin,nail 
n02165456\0.002693_acorn _ acorn_0.70119995.jpg,honeycomb,acorn,honeycomb,honeycomb,honeycomb,honeycomb,honeycomb,honeycomb,honeycomb,honeycomb,honeycomb,honeycomb,honeycomb,jackfruit,honeycomb,acorn,honeycomb,acorn,honeycomb,honeycomb,honeycomb,honeycomb,honeycomb,honeycomb,honeycomb,honeycomb,honeycomb,acorn 
n02165456\0.002784_maraca _ chain_0.72288877.jpg,maraca,croquet ball,lipstick,abacus,lipstick,maraca,dumbbell,abacus,abacus,abacus,abacus,abacus,abacus,abacus,maraca,croquet ball,croquet ball,maraca,maraca,abacus,dumbbell,abacus,maraca,abacus,maraca,maraca,maraca,maraca 
n02165456\0.002943_reel _ reel_0.4637931.jpg,disk brake,bannister,bannister,bannister,bannister,stove,bannister,bannister,bannister,bannister,bannister,bannister,bannister,bannister,bannister,disk brake,bannister,turnstile,reel,bannister,bannister,chainlink fence,hook,bannister,bannister,bannister,bannister,reel 
n02165456\0.003093_spider web _ spider web_0.86256576.jpg,harvestman,harvestman,ant,hip,hip,spider web,spider web,barn spider,torch,hip,hip,spider web,hip,spider web,harvestman,harvestman,harvestman,harvestman,dragonfly,ant,spider web,harvestman,spider web,spider web,dragonfly,harvestman,garden spider,spider web 
n02165456\0.003373_nail _ nail_0.38817215.jpg,Band Aid,Band Aid,Band Aid,Band Aid,Band Aid,thimble,Band Aid,Band Aid,Band Aid,Band Aid,Band Aid,Band Aid,honeycomb,cockroach,Band Aid,Band Aid,Band Aid,Band Aid,Band Aid,Band Aid,Band Aid,Band Aid,Band Aid,Band Aid,Band Aid,Band Aid,apiary,nail 
n02165456\0.003467_syringe _ syringe_0.7804263.jpg,abacus,syringe,oil filter,oil filter,oil filter,crayfish,oil filter,plunger,oil filter,spiny lobster,syringe,syringe,oil filter,oil filter,revolver,can opener,scuba diver,hair slide,oil filter,spiny lobster,common newt,tub,American lobster,axolotl,hair slide,honeycomb,syringe,syringe 
n02165456\0.003731_acorn _ acorn_0.9834072.jpg,acorn,jackfruit,ringlet,buckeye,ringlet,jackfruit,jackfruit,acorn,jackfruit,acorn,ladybug,acorn,daisy,acorn,earthstar,acorn,pineapple,strawberry,acorn,ringlet,daisy,ringlet,jackfruit,ringlet,acorn,acorn,buckeye,acorn 
n02165456\0.003759_hockey puck _ hockey puck_0.9189106.jpg,Dutch oven,loudspeaker,frying pan,ladybug,ladybug,Dutch oven,frying pan,joystick,Dutch oven,lens cap,Dutch oven,Dutch oven,lens cap,Dutch oven,loudspeaker,lens cap,lens cap,lens cap,face powder,Dutch oven,binoculars,frying pan,frying pan,Dutch oven,odometer,lens cap,barbell,hockey puck 
n02165456\0.003817_acorn _ volleyball_0.73732346.jpg,ping-pong ball,tennis ball,tennis ball,corn,tick,croquet ball,birdhouse,ping-pong ball,snail,snail,croquet ball,lemon,mushroom,tennis ball,tennis ball,lemon,stinkhorn,mushroom,slug,tennis ball,goldfinch,ping-pong ball,tennis ball,tennis ball,goldfinch,goldfinch,tennis ball,acorn 
