Item,Answer_resnet18,Answer_resnet34,Answer_resnet50,Answer_resnet101,Answer_resnet152,Answer_densenet121,Answer_densenet161,Answer_densenet169,Answer_densenet201,Answer_efficientnet_b0,Answer_efficientnet_b1,Answer_efficientnet_b2,Answer_efficientnet_b3,Answer_efficientnet_b4,Answer_vgg11,Answer_vgg13,Answer_vgg16,Answer_vgg19,Answer_mobilenet_v2,Answer_mobilenet_v3_large,Answer_mobilenet_v3_small,Answer_alexnet,Answer_shufflenet_v2_x0_5,Answer_shufflenet_v2_x1_0,Answer_squeezenet1_0,Answer_squeezenet1_1,Answer_inception_v3,True Label
520\e25a6743fd44a240731f7e68c011c705ee3f42b0.jpeg,cradle,crib,crib,crib,crib,crib,cradle,crib,crib,crib,crib,crib,crib,crib,shopping basket,crib,crib,crib,crib,crib,crib,shopping basket,crib,crib,shopping basket,shopping basket,crib,crib
520\f7eeab0367511e0f23fb7f6c6ada0e1419009ee1.jpeg,crib,crib,crib,crib,crib,crib,window shade,crib,crib,crib,crib,crib,crib,crib,sliding door,prison,crib,crib,crib,crib,crib,sliding door,window shade,crib,sliding door,sliding door,crib,crib
521\09bc64c5604e88890699382036eacef197ecffaf.jpeg,ear,ear,corn,ear,ear,ear,ear,ear,ear,ear,ear,ear,ear,ear,strawberry,ear,ear,ear,corn,ear,ear,fig,fig,ear,corn,ear,corn,Crock Pot
521\24e569b7dfcdb7acf1c6d287a01ecaf8444d8142.jpeg,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot
521\2703075303d1f614a5216de9c917c4fa6a2d95b0.jpeg,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,guacamole,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,guacamole,Crock Pot
521\46133b9d6227bf573892f162a9fe1db182f24b21.jpeg,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,hot pot,Crock Pot,scale,dial telephone,Crock Pot,Crock Pot
521\6f9ba2cbd1157f656a0579c0884caa69825c5e06.jpeg,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,pill bottle,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,face powder,nipple,Crock Pot,Crock Pot,Crock Pot,ping-pong ball,Crock Pot
521\8bf6447cc5441ab8571efc0f04fa5b378c9e6afc.jpeg,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,face powder,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,espresso,Dutch oven,Crock Pot,Crock Pot,Crock Pot,Dutch oven,Crock Pot,Crock Pot
521\a8d9b3b44f12032e572d4b8889e133653b9f226e.jpeg,Crock Pot,caldron,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Dutch oven,Crock Pot,Crock Pot,Crock Pot,Crock Pot,caldron,Crock Pot
521\d1c0413f46d685dd4d0932d2fdc05e87be66227c.jpeg,mashed potato,mashed potato,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,Crock Pot,mashed potato,Crock Pot,Crock Pot,mashed potato,Crock Pot,mashed potato,mashed potato,mashed potato,mashed potato,mashed potato,Crock Pot,Crock Pot,mashed potato,mashed potato,Crock Pot,mashed potato,Crock Pot,Crock Pot,Crock Pot
521\d4dcd48323696deba7ab6fb02ae7109d3f0b3c71.jpeg,hot pot,hot pot,hot pot,hot pot,hot pot,Crock Pot,hot pot,hot pot,hot pot,hot pot,hot pot,hot pot,hot pot,Crock Pot,hot pot,hot pot,hot pot,hot pot,hot pot,hot pot,hot pot,hot pot,hot pot,hot pot,hot pot,hot pot,Dutch oven,Crock Pot
521\f180b8d88e6ff250c26c64de61845f705afb7f8a.jpeg,hotdog,hotdog,hotdog,hotdog,hotdog,hotdog,hotdog,spaghetti squash,hotdog,hotdog,hotdog,hotdog,hotdog,hotdog,hotdog,hotdog,hotdog,hotdog,hotdog,hotdog,hotdog,carbonara,hotdog,burrito,carbonara,carbonara,hotdog,Crock Pot
522\001db64516de60285efa44311876e6c74aafc7ff.jpeg,matchstick,fig,matchstick,croquet ball,croquet ball,croquet ball,matchstick,matchstick,matchstick,matchstick,matchstick,croquet ball,matchstick,matchstick,abacus,matchstick,matchstick,matchstick,fig,fig,chain,dumbbell,fig,croquet ball,fig,fig,croquet ball,croquet ball
522\35c901819d3758faa1490af7cfd531a94a559b6a.jpeg,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball
522\3ee910651ca4770ba8186ecd561e4171f50e5e74.jpeg,megalith,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,megalith,croquet ball,croquet ball,croquet ball,croquet ball,megalith,megalith,megalith,megalith,megalith,megalith,megalith,llama,croquet ball,megalith,megalith,megalith,croquet ball,croquet ball
522\5ecbb13043721aec418b71e2b8739df49906cb11.jpeg,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,pole,croquet ball,croquet ball,croquet ball,crutch,croquet ball,croquet ball,castle,lawn mower,croquet ball,croquet ball,worm fence,croquet ball,worm fence,swing,crutch,worm fence,croquet ball,sundial,worm fence,croquet ball
522\6d6158649b228e5f80a5fbcf6bf9c5df2ddccc36.jpeg,wooden spoon,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,wooden spoon,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,rubber eraser,traffic light,wooden spoon,croquet ball,croquet ball,croquet ball
522\7acfa4caa9075b8469e74365dc9dec55bf3bd982.jpeg,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball
522\89478b95bfcac9c8fa02b5f25ce842f838f58fd1.jpeg,crate,crate,crate,croquet ball,croquet ball,crate,crate,crate,crate,crate,croquet ball,crate,crate,croquet ball,crate,crate,crate,crate,crate,crate,crate,crate,crate,crate,crate,crate,croquet ball,croquet ball
522\d44a155d935b5316c8f83a6900887cc0341c4547.jpeg,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,plunger,plunger,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,chain mail,barracouta,croquet ball,croquet ball,croquet ball,chain mail,croquet ball
522\e2008351fbdea86470b912d857e9fd8106e462e0.jpeg,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,toucan,croquet ball,croquet ball,syringe,cannon,croquet ball,croquet ball
522\e55879475e2b1ca3fd283b3da247c2b83131c846.jpeg,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball,croquet ball
523\12afcb036558e1009476f3e07fe7583f7e7d3f60.jpeg,swimming trunks,sandbar,crutch,crutch,volleyball,sandbar,sandbar,seashore,crutch,crutch,crutch,crutch,crutch,swimming trunks,sandbar,sandbar,sandbar,sandbar,sandbar,swimming trunks,swimming trunks,snorkel,swimming trunks,seashore,swimming trunks,swimming trunks,bikini,crutch
523\2d33b8a9d2046e51faacd25667c84189be2df58d.jpeg,plane,crutch,crutch,crutch,crutch,crutch,dishwasher,crutch,crutch,crutch,crutch,crutch,crutch,crutch,spatula,crate,rule,folding chair,spatula,crutch,crutch,drumstick,monitor,bannister,flute,iPod,muzzle,crutch
523\411ab8789f1bc2ceb4fc66dcd8b877f43ef0f72a.jpeg,shovel,swab,carton,crutch,crutch,crutch,plastic bag,plastic bag,plastic bag,plastic bag,swab,swab,plastic bag,plastic bag,swab,umbrella,swab,umbrella,ashcan,swab,breastplate,swab,swab,swab,swab,swab,swab,crutch
523\6a65e853a715a874e29d7223b5e19d26ef928368.jpeg,gas pump,crutch,crutch,tobacco shop,crutch,tobacco shop,tobacco shop,tobacco shop,tobacco shop,barbershop,crutch,bookshop,crutch,crutch,gas pump,gas pump,barrow,crutch,tobacco shop,bookshop,gas pump,gas pump,pay-phone,tobacco shop,gas pump,bookshop,crutch,crutch
523\7d2e95f18158eb486ba05a27dc936ca333ce6da1.jpeg,bow,ski,bow,bow,bow,bow,bow,ski,bow,crutch,bow,prison,ski,ski,bow,bow,barbell,bow,bow,bow,chimpanzee,bow,bow,barbell,bow,steel drum,violin,crutch
523\c631c29a346c2d761f31dabc064eee0e761fe94f.jpeg,vestment,vestment,vestment,vestment,abaya,vestment,vestment,vestment,vestment,vestment,vestment,abaya,vestment,abaya,torch,vestment,vestment,vestment,vestment,vestment,abaya,groom,groom,abaya,torch,torch,vestment,crutch
523\d0bef89340fa4e203176ceb9d7c38f51e2d708f8.jpeg,miniskirt,miniskirt,miniskirt,miniskirt,miniskirt,miniskirt,crutch,miniskirt,miniskirt,miniskirt,miniskirt,miniskirt,miniskirt,miniskirt,miniskirt,miniskirt,miniskirt,miniskirt,miniskirt,miniskirt,miniskirt,knee pad,bow tie,knee pad,miniskirt,miniskirt,crutch,crutch
523\e4a706ccd40d213adcb027715e77bf61be0cd1eb.jpeg,projectile,submarine,hourglass,prison,hourglass,ski,hourglass,ski,prison,horse cart,projectile,Arabian camel,Arabian camel,horse cart,submarine,submarine,submarine,chime,prison,hourglass,drilling platform,swing,wreck,beaker,prison,prison,hourglass,crutch
523\faa085083baa6fd2d45069038f29aa7867b23f37.jpeg,punching bag,miniskirt,crutch,crutch,crutch,crutch,crutch,crutch,crutch,crutch,crutch,crutch,crutch,crutch,crutch,miniskirt,miniskirt,crutch,crutch,crutch,miniskirt,plunger,bikini,crutch,miniskirt,studio couch,crutch,crutch
523\febb895736e38c1a749f13722eae4be6b72a8250.jpeg,minivan,crutch,crutch,crutch,crutch,minivan,crutch,crutch,crutch,minivan,crutch,parking meter,mousetrap,crutch,beach wagon,beach wagon,beach wagon,beach wagon,beach wagon,beach wagon,minivan,cab,minivan,beach wagon,beach wagon,beach wagon,parking meter,crutch
524\1952647763db2b118a44fd6bf4a344cb7d101ef0.jpeg,cuirass,breastplate,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,breastplate,cuirass,breastplate,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass
524\4d5ca30267b20cc6a1dcf5ca6e5dbc3bead70ad0.jpeg,cuirass,cuirass,cuirass,cuirass,cuirass,breastplate,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,breastplate,breastplate,breastplate,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass
524\52939bf4e127339ceda567c9165064ce6672557b.jpeg,cuirass,cuirass,breastplate,breastplate,cuirass,cuirass,cuirass,breastplate,breastplate,breastplate,breastplate,breastplate,breastplate,breastplate,cuirass,cuirass,breastplate,breastplate,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,mask,cuirass
524\762dd1937d2980f1c6bde0731a0d8ed46c641b4b.jpeg,breastplate,toyshop,plunger,breastplate,cuirass,miniskirt,toyshop,miniskirt,miniskirt,toyshop,shoe shop,breastplate,shoe shop,cuirass,breastplate,chain mail,shoe shop,toyshop,breastplate,toyshop,fur coat,grocery store,toyshop,toyshop,toyshop,toyshop,breastplate,cuirass
524\85c3dcfc4d55dd818ba547bcbabbce932d9ef16f.jpeg,cuirass,cuirass,breastplate,breastplate,breastplate,breastplate,breastplate,breastplate,breastplate,breastplate,cuirass,cuirass,cuirass,cuirass,cuirass,breastplate,cuirass,cuirass,breastplate,breastplate,cuirass,breastplate,water jug,breastplate,cuirass,breastplate,cuirass,cuirass
524\af4c628cb15d9794a80adce00a7aed72c30341bf.jpeg,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,breastplate,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,breastplate,cuirass,vase,breastplate,cuirass
524\c975c271280f33db7d21f95189a66ab21578d80d.jpeg,cuirass,cuirass,cuirass,cuirass,breastplate,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,screw,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass
524\ed0eefa90e7e7e3d462fc034633cd58f8212ff8b.jpeg,cuirass,breastplate,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,breastplate,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,barber chair,steel drum,breastplate,cuirass,cuirass,breastplate,cuirass
524\ee40c44b704bff0a8b8c93441a01a4d6db250440.jpeg,cuirass,cuirass,breastplate,cuirass,cuirass,cuirass,cuirass,cuirass,breastplate,breastplate,cuirass,breastplate,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,breastplate,cuirass,cuirass,cuirass,cuirass,breastplate,cuirass
524\fbce8af91c2c9a053e3d0ac2e2ed85cdf9bc4739.jpeg,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,cuirass,shopping basket,cuirass,cuirass,cuirass,cuirass,hamper,apron,cuirass
525\077005d4ce264b1f1954e26ef86c24d62f26f685.jpeg,dam,dam,dam,dam,dam,dam,dam,dam,dam,dam,dam,dam,dam,dam,dam,dam,dam,dam,dam,dam,dam,dam,dam,dam,dam,dam,promontory,dam
525\0f022d1e2f2f02c5d8c63ade1989b887e0715489.jpeg,dam,dam,lakeside,dam,breakwater,dock,dam,dam,dam,dam,lakeside,breakwater,steel arch bridge,lakeside,dam,dam,dam,dam,dam,dam,dam,dam,dam,breakwater,dam,dam,container ship,dam
525\150fcb103894a499ab2c77290ad530e1484624c8.jpeg,volcano,dam,jean,dam,dam,mountain bike,cowboy hat,dam,mountain bike,lakeside,dam,viaduct,hay,viaduct,apiary,volcano,apiary,picket fence,lakeside,breakwater,assault rifle,unicycle,unicycle,breakwater,hay,cliff,sunglasses,dam
525\405a7b1091bb5c96748d6682c33011c7ea9f6328.jpeg,dam,dam,dam,dam,dam,dam,dam,dam,dam,dam,dam,dam,dam,dam,dam,dam,dam,dam,dam,dam,dam,dam,dam,dam,dam,dam,dam,dam
525\79bdc6dd88c283c0367e1f9a8aac01b145ac8320.jpeg,dock,dock,boathouse,dock,dock,dock,boathouse,dock,dock,dock,dock,boathouse,dock,boathouse,dock,dock,boathouse,dock,dock,boathouse,dock,dock,dock,dock,dock,dock,pirate,dam
525\893a6803bc5935b998b3c8779313d666cf11dc97.jpeg,dam,dam,breakwater,breakwater,breakwater,dam,breakwater,breakwater,dam,breakwater,breakwater,breakwater,breakwater,breakwater,breakwater,dam,dam,breakwater,breakwater,breakwater,breakwater,dam,dam,wreck,breakwater,wreck,breakwater,dam
525\9cc3ca39448ccae212a0d663eaf4d29d19c7de32.jpeg,breakwater,promontory,promontory,promontory,lakeside,promontory,promontory,promontory,breakwater,lakeside,promontory,promontory,sandbar,seashore,seashore,seashore,seashore,seashore,promontory,promontory,promontory,airship,promontory,breakwater,promontory,promontory,promontory,dam
525\c8a8b781a723535cff306878eb11662a64f3f98f.jpeg,dam,dam,dam,dam,dam,dam,dam,dam,dam,dam,dam,dam,dam,dam,dam,dam,dam,dam,dam,dam,dam,container ship,fireboat,dam,boathouse,dam,dam,dam
525\ccbab8ded68316407542fbb9696d6275c1882132.jpeg,lakeside,valley,lakeside,sandbar,valley,seashore,valley,valley,sandbar,valley,lakeside,valley,lakeside,lakeside,lakeside,lakeside,lakeside,lakeside,lakeside,sandbar,lakeside,lakeside,lakeside,valley,lakeside,lakeside,valley,dam
525\dc2f2b9e1e719062272b22c1f9b692482eb112d9.jpeg,lakeside,seashore,lakeside,sandbar,sandbar,drilling platform,drilling platform,drilling platform,yawl,sandbar,seashore,seashore,seashore,wreck,yawl,lakeside,lakeside,African crocodile,grey whale,lakeside,aircraft carrier,geyser,geyser,liner,airship,airship,seashore,dam
526\05c7941e498b1e947ffed98d8f4b910a6abf96cd.jpeg,desk,notebook,desk,desk,desk,desk,desk,desk,desk,notebook,notebook,notebook,desktop computer,notebook,desktop computer,desk,desk,desk,desktop computer,desk,notebook,desk,desk,desk,desk,desk,modem,desk
526\0a70915808b9b264b5531beb6ae588a530a89fdc.jpeg,desktop computer,desktop computer,desktop computer,desktop computer,screen,desktop computer,desktop computer,desktop computer,desk,desktop computer,desktop computer,desktop computer,screen,desktop computer,desk,desk,desktop computer,desktop computer,desktop computer,desktop computer,desk,desktop computer,desktop computer,desktop computer,desk,screen,desktop computer,desk
526\1012abbb888166fc9c8618f8b9450400834870d8.jpeg,microwave,microwave,plate rack,microwave,plate rack,microwave,microwave,microwave,microwave,china cabinet,microwave,microwave,microwave,china cabinet,microwave,microwave,microwave,microwave,microwave,microwave,microwave,microwave,microwave,microwave,microwave,microwave,microwave,desk
526\20b61b20b63c228f76f7f1cdea99aaa2c95647d0.jpeg,dining table,dining table,desk,desk,desk,dining table,desk,dining table,desk,desk,desk,dining table,desk,desk,chest,chest,chest,dining table,chest,desk,desk,desk,dining table,desk,dining table,dining table,desk,desk
526\3424ffb8769b55529d594cd47d2434c6bca47413.jpeg,photocopier,photocopier,file,file,file,desk,photocopier,library,file,file,file,file,file,file,photocopier,photocopier,turnstile,carton,photocopier,file,library,library,carton,microwave,microwave,cash machine,photocopier,desk
526\36fbd418b0c614a2d603de4c860bf037692e7af2.jpeg,wall clock,Christmas stocking,altar,altar,altar,dining table,altar,Christmas stocking,altar,toaster,wall clock,altar,dining table,altar,wall clock,lampshade,mortarboard,Christmas stocking,feather boa,altar,spatula,typewriter keyboard,sewing machine,pencil sharpener,coil,syringe,jigsaw puzzle,desk
526\610ffac4b29a50d106dc8094a2bd068f726f0426.jpeg,upright,four-poster,dining table,pool table,china cabinet,four-poster,four-poster,four-poster,four-poster,studio couch,tub,yurt,entertainment center,yurt,upright,upright,upright,upright,microwave,china cabinet,tub,sliding door,studio couch,grand piano,dining table,dining table,grand piano,desk
526\74556ab7d7efbb01c0a0894fa6dd6ecd61187c87.jpeg,dining table,dining table,dining table,dining table,dining table,dining table,dining table,dining table,dining table,dining table,dining table,dining table,dining table,dining table,dining table,dining table,dining table,dining table,dining table,dining table,dining table,dining table,desk,dining table,dining table,dining table,dining table,desk
526\79ce989de307a6085915884f8d68fb486d335d05.jpeg,desk,desk,desk,desk,desk,desk,desk,desk,desk,desk,desktop computer,desk,desktop computer,desk,desk,desk,desk,desk,desk,desk,desktop computer,monitor,desk,screen,desk,oscilloscope,screen,desk
526\86529039a041bd74a7e619e7e07379ff073b7c70.jpeg,desk,desk,dining table,dining table,dining table,dining table,desk,dining table,desk,desk,desk,dining table,dining table,dining table,dining table,china cabinet,desk,desk,dining table,desk,dining table,grand piano,dining table,dining table,dining table,dining table,dining table,desk
527\2bef19d258221029f270480e8b4dac31d4be9b12.jpeg,desktop computer,notebook,notebook,notebook,notebook,desktop computer,desktop computer,notebook,desktop computer,notebook,notebook,desktop computer,desktop computer,notebook,desktop computer,notebook,desktop computer,desktop computer,notebook,desktop computer,notebook,notebook,desktop computer,notebook,notebook,notebook,desktop computer,desktop computer
527\6ec5e5fa6ca2cffc2f5abea9234f2346c8f7a06a.jpeg,ping-pong ball,baseball,baseball,baseball,baseball,pay-phone,ping-pong ball,ping-pong ball,baseball,microphone,baseball,baseball,baseball,baseball,ping-pong ball,ping-pong ball,ping-pong ball,baseball,accordion,baseball,desktop computer,projector,electric fan,space heater,hamper,pay-phone,space heater,desktop computer
527\7a2f170751fb124b1fcbeac70daab2d693995117.jpeg,screen,desktop computer,desktop computer,desktop computer,desktop computer,desktop computer,desktop computer,desktop computer,desk,desktop computer,desktop computer,desktop computer,desktop computer,desktop computer,desktop computer,desktop computer,desktop computer,desktop computer,desktop computer,monitor,desktop computer,desktop computer,monitor,desktop computer,desktop computer,monitor,desktop computer,desktop computer
527\7d2730fca86b792a368cc70b6e31e6ee1750c0e3.jpeg,monitor,monitor,monitor,screen,monitor,desktop computer,desktop computer,screen,desktop computer,monitor,monitor,monitor,screen,screen,monitor,monitor,desktop computer,monitor,desktop computer,monitor,monitor,screen,desktop computer,desktop computer,desktop computer,desktop computer,screen,desktop computer
527\961cb4102500aa31f3d718ceae377c8beee45581.jpeg,television,desktop computer,desktop computer,desktop computer,desktop computer,desktop computer,desktop computer,desktop computer,desktop computer,desktop computer,desktop computer,desktop computer,desktop computer,desktop computer,television,television,desktop computer,desktop computer,pajama,television,television,desktop computer,television,screen,desktop computer,television,desktop computer,desktop computer
527\9cc9dcac9b04a43077bfee42d429888c25f42c2f.jpeg,screen,desktop computer,desktop computer,desktop computer,desktop computer,desktop computer,desktop computer,desktop computer,desktop computer,desk,screen,desktop computer,screen,desktop computer,desktop computer,monitor,desktop computer,screen,desk,desk,oscilloscope,monitor,desk,desk,desk,desk,desk,desktop computer
527\aca007524624cd087ddc602a6444d8332a0c0647.jpeg,screen,desktop computer,mouse,printer,printer,printer,toaster,recreational vehicle,printer,printer,desktop computer,desktop computer,printer,mouse,printer,printer,printer,printer,printer,desktop computer,desk,printer,vacuum,printer,printer,desktop computer,desk,desktop computer
527\d1269434e1feb20354b632603b16e7e1fd6b8dea.jpeg,computer keyboard,computer keyboard,computer keyboard,computer keyboard,computer keyboard,computer keyboard,computer keyboard,computer keyboard,mouse,mouse,mouse,computer keyboard,mouse,mouse,mouse,computer keyboard,computer keyboard,mouse,computer keyboard,computer keyboard,computer keyboard,desktop computer,computer keyboard,computer keyboard,computer keyboard,computer keyboard,computer keyboard,desktop computer
527\e8fddd09b80d4d8236e9d0376cefef1780b5a0dd.jpeg,monitor,monitor,desktop computer,desktop computer,desktop computer,desktop computer,desktop computer,desktop computer,desktop computer,monitor,desktop computer,monitor,monitor,desktop computer,monitor,monitor,desktop computer,monitor,monitor,monitor,monitor,monitor,monitor,monitor,monitor,monitor,desktop computer,desktop computer
527\ecd33ca810fde254f213b675dbacddc5fa89dd9d.jpeg,monitor,monitor,monitor,monitor,monitor,monitor,monitor,monitor,monitor,monitor,monitor,monitor,monitor,monitor,monitor,monitor,monitor,monitor,monitor,monitor,monitor,screen,monitor,desktop computer,monitor,monitor,monitor,desktop computer
528\01d820b9d58470508ad0ead148be5d629ec0dff8.jpeg,desk,sewing machine,sewing machine,sewing machine,sewing machine,iron,sewing machine,iron,sewing machine,iron,sewing machine,sewing machine,sewing machine,sewing machine,sewing machine,desk,medicine chest,medicine chest,rubber eraser,sewing machine,medicine chest,medicine chest,shopping basket,iron,rubber eraser,medicine chest,sewing machine,dial telephone
528\1db448ed937406e222a0dd82ec443eea58528bf7.jpeg,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,pay-phone,dial telephone,dial telephone,dial telephone,dial telephone,pay-phone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone
528\4add6ab9618c1a25d1ed95d4ccbdc7c184a53d01.jpeg,pencil box,running shoe,wallet,velvet,dial telephone,tray,wallet,pencil box,wallet,pencil box,wallet,pillow,pillow,pencil box,pencil box,pencil box,pencil box,pencil box,pencil box,pencil box,wallet,wallet,running shoe,pencil box,pencil box,running shoe,binder,dial telephone
528\5a0837f507d203d3deff1c67bef0289edf8960de.jpeg,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone
528\62a70630f7deafcd00012eb30dc972cf8c7ef5b3.jpeg,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,electric fan,dial telephone,electric fan,dial telephone,dial telephone,sewing machine,projector,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,throne,dial telephone,dial telephone,washbasin,dial telephone,waffle iron,dial telephone
528\6392a4484951b673375f21878e63911ce9ac2f51.jpeg,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,scale,scale,dial telephone
528\69512ec9bbc05138035f97e1aa89a366ab874c08.jpeg,stopwatch,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,barometer,dial telephone,magnetic compass,stopwatch,dial telephone,dial telephone,dial telephone,can opener,dial telephone,dial telephone,stopwatch,stopwatch,dial telephone,dial telephone
528\7abcb3ca42f843a37c459540e67fd4e7d8667c22.jpeg,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone,dial telephone
