Item,Answer resnet50,Answer densenet121,Answer efficientnet_b0,Answer vgg16,Answer mobilenet_v3_large,Answer alexnet,True Label
n03127747\sketch_7.JPEG,610,560,560,464,560,518,n03127747
n03127747\sketch_8.JPEG,464,464,464,643,464,414,n03127747
n03127747\sketch_9.JPEG,549,111,746,584,446,902,n03127747
n03127925\sketch_0.JPEG,721,721,721,721,721,492,n03127925
n03127925\sketch_1.JPEG,729,729,729,811,520,729,n03127925
n03127925\sketch_10.JPEG,519,674,729,729,580,729,n03127925
n03127925\sketch_11.JPEG,464,588,616,584,677,584,n03127925
n03127925\sketch_12.JPEG,772,674,875,674,875,473,n03127925
n03127925\sketch_13.JPEG,729,729,519,519,519,729,n03127925
n03127925\sketch_14.JPEG,674,551,729,551,729,729,n03127925
n03127925\sketch_15.JPEG,790,556,526,729,877,526,n03127925
n03127925\sketch_16.JPEG,616,588,790,584,711,584,n03127925
n03127925\sketch_17.JPEG,791,541,519,729,519,791,n03127925
n03127925\sketch_18.JPEG,868,464,464,891,921,729,n03127925
n03127925\sketch_19.JPEG,519,519,519,588,519,674,n03127925
n03127925\sketch_2.JPEG,644,644,478,506,531,676,n03127925
n03127925\sketch_20.JPEG,729,729,790,729,729,729,n03127925
n03127925\sketch_21.JPEG,492,729,729,556,729,729,n03127925
n03127925\sketch_22.JPEG,721,721,721,721,721,492,n03127925
n03127925\sketch_23.JPEG,729,729,729,811,859,729,n03127925
n03127925\sketch_24.JPEG,644,644,743,506,478,676,n03127925
n03127925\sketch_25.JPEG,588,588,519,729,677,729,n03127925
n03127925\sketch_26.JPEG,674,464,891,626,674,674,n03127925
n03127925\sketch_27.JPEG,711,674,921,677,916,676,n03127925
n03127925\sketch_28.JPEG,519,952,492,868,519,492,n03127925
n03127925\sketch_29.JPEG,519,674,859,516,519,541,n03127925
n03127925\sketch_3.JPEG,644,588,519,492,677,729,n03127925
n03127925\sketch_30.JPEG,729,674,729,729,729,729,n03127925
n03127925\sketch_31.JPEG,519,519,492,519,519,729,n03127925
n03127925\sketch_32.JPEG,519,674,729,729,729,729,n03127925
n03127925\sketch_33.JPEG,893,588,616,584,677,677,n03127925
n03127925\sketch_34.JPEG,875,772,875,674,674,733,n03127925
n03127925\sketch_35.JPEG,729,729,877,729,519,729,n03127925
n03127925\sketch_36.JPEG,674,551,729,551,513,729,n03127925
n03127925\sketch_37.JPEG,790,556,526,674,877,729,n03127925
n03127925\sketch_38.JPEG,944,117,790,584,996,677,n03127925
n03127925\sketch_39.JPEG,729,674,519,729,519,729,n03127925
n03127925\sketch_4.JPEG,674,464,891,398,674,790,n03127925
n03127925\sketch_40.JPEG,868,464,464,891,921,790,n03127925
n03127925\sketch_41.JPEG,519,519,519,729,519,492,n03127925
n03127925\sketch_42.JPEG,729,729,790,729,729,729,n03127925
n03127925\sketch_43.JPEG,729,729,729,674,729,729,n03127925
n03127925\sketch_44.JPEG,721,721,721,721,721,446,n03127925
n03127925\sketch_45.JPEG,729,729,729,729,729,729,n03127925
n03127925\sketch_46.JPEG,644,559,906,676,743,676,n03127925
n03127925\sketch_47.JPEG,858,584,677,584,677,584,n03127925
n03127925\sketch_48.JPEG,891,464,891,626,600,626,n03127925
n03127925\sketch_49.JPEG,549,772,879,677,703,677,n03127925
n03127925\sketch_5.JPEG,791,674,549,677,916,676,n03127925
n03127925\sketch_50.JPEG,549,549,893,584,492,492,n03127925
n03127925\sketch_6.JPEG,709,952,492,868,921,492,n03127925
n03127925\sketch_7.JPEG,519,674,711,412,519,729,n03127925
n03127925\sketch_8.JPEG,729,674,729,729,729,729,n03127925
n03127925\sketch_9.JPEG,519,588,519,519,519,729,n03127925
n03131574\sketch_0.JPEG,918,446,844,729,918,553,n03131574
n03131574\sketch_1.JPEG,918,791,464,398,637,918,n03131574
n03131574\sketch_10.JPEG,729,729,516,516,765,729,n03131574
n03131574\sketch_11.JPEG,549,549,549,729,549,516,n03131574
n03131574\sketch_12.JPEG,398,729,520,729,520,790,n03131574
n03131574\sketch_13.JPEG,646,646,646,556,729,729,n03131574
n03131574\sketch_14.JPEG,729,729,729,729,729,674,n03131574
n03131574\sketch_15.JPEG,790,729,520,729,516,729,n03131574
n03131574\sketch_16.JPEG,519,729,519,729,519,919,n03131574
n03131574\sketch_17.JPEG,516,729,421,729,921,729,n03131574
n03131574\sketch_18.JPEG,729,729,520,729,516,494,n03131574
n03131574\sketch_19.JPEG,516,516,516,516,516,516,n03131574
n03131574\sketch_2.JPEG,516,831,516,729,516,520,n03131574
n03131574\sketch_20.JPEG,591,674,464,398,877,918,n03131574
n03131574\sketch_21.JPEG,438,791,711,790,440,791,n03131574
n03131574\sketch_22.JPEG,729,421,556,729,729,516,n03131574
n03131574\sketch_23.JPEG,729,421,520,729,729,729,n03131574
n03131574\sketch_24.JPEG,646,600,549,729,549,559,n03131574
n03131574\sketch_25.JPEG,729,729,729,516,729,516,n03131574
n03131574\sketch_26.JPEG,916,791,464,398,743,674,n03131574
n03131574\sketch_27.JPEG,918,729,646,729,918,918,n03131574
n03131574\sketch_28.JPEG,729,729,520,520,729,729,n03131574
n03131574\sketch_29.JPEG,421,421,729,729,729,729,n03131574
n03131574\sketch_3.JPEG,520,421,520,520,556,729,n03131574
n03131574\sketch_30.JPEG,729,729,729,729,464,516,n03131574
n03131574\sketch_31.JPEG,520,421,520,520,729,729,n03131574
n03131574\sketch_32.JPEG,729,516,516,729,516,702,n03131574
n03131574\sketch_33.JPEG,520,421,556,729,516,556,n03131574
n03131574\sketch_34.JPEG,600,919,916,702,600,530,n03131574
n03131574\sketch_35.JPEG,600,729,516,516,516,516,n03131574
n03131574\sketch_36.JPEG,921,111,746,921,746,553,n03131574
n03131574\sketch_37.JPEG,600,516,556,494,769,729,n03131574
n03131574\sketch_38.JPEG,918,729,789,729,520,553,n03131574
n03131574\sketch_39.JPEG,674,791,464,398,729,918,n03131574
n03131574\sketch_4.JPEG,918,549,549,918,549,769,n03131574
n03131574\sketch_40.JPEG,516,831,516,729,516,729,n03131574
n03131574\sketch_41.JPEG,520,421,520,556,556,729,n03131574
n03131574\sketch_42.JPEG,646,798,549,918,549,769,n03131574
n03131574\sketch_43.JPEG,646,611,556,556,921,513,n03131574
n03131574\sketch_44.JPEG,729,729,516,516,516,516,n03131574
n03131574\sketch_45.JPEG,791,791,791,790,520,791,n03131574
n03131574\sketch_46.JPEG,520,520,520,520,729,790,n03131574
n03131574\sketch_47.JPEG,729,729,790,791,791,729,n03131574
n03131574\sketch_48.JPEG,729,729,516,516,765,729,n03131574
n03131574\sketch_49.JPEG,549,729,549,729,549,516,n03131574
n03131574\sketch_5.JPEG,646,611,556,556,610,513,n03131574
n03131574\sketch_50.JPEG,791,729,520,729,520,674,n03131574
n03131574\sketch_6.JPEG,729,729,516,516,516,516,n03131574
n03131574\sketch_7.JPEG,791,791,791,790,520,791,n03131574
n03131574\sketch_8.JPEG,520,520,520,520,520,729,n03131574
n03131574\sketch_9.JPEG,729,729,790,520,519,674,n03131574
n03133878\sketch_0.JPEG,620,446,481,531,482,711,n03133878
n03133878\sketch_1.JPEG,521,521,521,521,521,521,n03133878
n03133878\sketch_10.JPEG,823,556,772,600,600,556,n03133878
n03133878\sketch_11.JPEG,521,521,521,521,521,521,n03133878
n03133878\sketch_12.JPEG,521,521,521,521,505,653,n03133878
n03133878\sketch_13.JPEG,849,521,828,849,849,849,n03133878
n03133878\sketch_14.JPEG,653,720,412,521,521,686,n03133878
n03133878\sketch_15.JPEG,521,521,521,521,521,859,n03133878
n03133878\sketch_16.JPEG,438,711,966,966,438,438,n03133878
n03133878\sketch_17.JPEG,521,521,521,521,521,531,n03133878
n03133878\sketch_18.JPEG,544,521,521,544,521,521,n03133878
n03133878\sketch_19.JPEG,463,463,438,438,438,438,n03133878
n03133878\sketch_2.JPEG,521,521,521,521,521,521,n03133878
n03133878\sketch_20.JPEG,521,521,521,544,521,544,n03133878
n03133878\sketch_21.JPEG,549,463,463,438,968,647,n03133878
n03133878\sketch_22.JPEG,646,544,541,828,720,828,n03133878
n03133878\sketch_23.JPEG,438,521,521,438,438,438,n03133878
n03133878\sketch_24.JPEG,521,521,521,521,521,521,n03133878
n03133878\sketch_25.JPEG,549,778,478,549,778,626,n03133878
n03133878\sketch_26.JPEG,544,521,521,469,521,544,n03133878
n03133878\sketch_27.JPEG,521,521,521,521,521,521,n03133878
n03133878\sketch_28.JPEG,544,567,827,567,827,827,n03133878
n03133878\sketch_29.JPEG,521,521,521,521,521,521,n03133878
n03133878\sketch_3.JPEG,521,521,521,521,521,521,n03133878
n03133878\sketch_30.JPEG,521,521,521,521,926,521,n03133878
n03133878\sketch_31.JPEG,521,521,521,521,521,521,n03133878
n03133878\sketch_32.JPEG,521,521,521,521,521,521,n03133878
n03133878\sketch_33.JPEG,729,712,461,729,402,828,n03133878
n03133878\sketch_34.JPEG,549,463,463,966,463,647,n03133878
n03133878\sketch_35.JPEG,487,464,844,482,438,676,n03133878
n03133878\sketch_36.JPEG,521,521,521,521,521,521,n03133878
n03133878\sketch_37.JPEG,521,521,521,521,521,521,n03133878
n03133878\sketch_38.JPEG,521,521,521,521,521,521,n03133878
n03133878\sketch_39.JPEG,521,521,521,521,521,521,n03133878
n03133878\sketch_4.JPEG,505,778,503,438,521,711,n03133878
n03133878\sketch_40.JPEG,438,463,647,968,968,647,n03133878
n03133878\sketch_41.JPEG,521,521,412,653,653,550,n03133878
n03133878\sketch_42.JPEG,521,521,521,521,521,521,n03133878
n03133878\sketch_43.JPEG,918,446,446,531,446,711,n03133878
n03133878\sketch_44.JPEG,521,521,521,521,521,521,n03133878
n03133878\sketch_45.JPEG,521,521,521,521,521,521,n03133878
n03133878\sketch_46.JPEG,521,521,521,521,521,521,n03133878
n03133878\sketch_47.JPEG,505,778,503,438,521,711,n03133878
n03133878\sketch_48.JPEG,464,549,530,463,438,826,n03133878
n03133878\sketch_49.JPEG,944,990,124,953,787,944,n03133878
n03133878\sketch_5.JPEG,844,549,530,463,531,826,n03133878
n03133878\sketch_50.JPEG,521,521,521,711,968,647,n03133878
n03133878\sketch_6.JPEG,944,952,124,953,308,616,n03133878
n03133878\sketch_7.JPEG,521,521,521,968,968,647,n03133878
n03133878\sketch_8.JPEG,521,521,521,521,463,544,n03133878
n03133878\sketch_9.JPEG,521,521,521,521,521,521,n03133878
n03134739\sketch_0.JPEG,733,754,733,710,644,677,n03134739
n03134739\sketch_1.JPEG,646,798,798,729,835,835,n03134739
n03134739\sketch_10.JPEG,772,600,772,772,840,772,n03134739
n03134739\sketch_11.JPEG,522,522,522,522,522,870,n03134739
n03134739\sketch_12.JPEG,464,729,464,729,543,786,n03134739
n03134739\sketch_13.JPEG,677,769,769,778,583,650,n03134739
n03134739\sketch_14.JPEG,409,409,409,845,892,792,n03134739
n03134739\sketch_15.JPEG,677,754,677,677,746,677,n03134739
n03134739\sketch_16.JPEG,798,798,545,835,835,835,n03134739
n03134739\sketch_17.JPEG,577,577,577,798,787,551,n03134739
n03134739\sketch_18.JPEG,772,578,606,772,776,512,n03134739
n03134739\sketch_19.JPEG,600,677,921,600,870,600,n03134739
n03134739\sketch_2.JPEG,577,577,577,798,787,551,n03134739
n03134739\sketch_20.JPEG,506,506,506,506,506,506,n03134739
n03134739\sketch_21.JPEG,795,795,795,444,523,921,n03134739
n03134739\sketch_22.JPEG,792,650,600,600,600,772,n03134739
n03134739\sketch_23.JPEG,462,754,765,545,402,769,n03134739
n03134739\sketch_24.JPEG,488,71,870,600,772,600,n03134739
n03134739\sketch_25.JPEG,772,600,772,772,840,772,n03134739
n03134739\sketch_26.JPEG,522,522,522,522,522,870,n03134739
n03134739\sketch_27.JPEG,464,674,464,543,543,543,n03134739
n03134739\sketch_28.JPEG,783,769,769,677,769,600,n03134739
n03134739\sketch_29.JPEG,409,409,409,677,892,792,n03134739
n03134739\sketch_3.JPEG,703,111,523,772,776,843,n03134739
n03134739\sketch_30.JPEG,677,677,872,494,746,650,n03134739
n03134739\sketch_31.JPEG,549,545,798,818,798,798,n03134739
n03134739\sketch_32.JPEG,577,577,577,808,700,551,n03134739
n03134739\sketch_33.JPEG,772,600,791,772,772,968,n03134739
n03134739\sketch_34.JPEG,488,902,600,600,488,600,n03134739
n03134739\sketch_35.JPEG,506,506,506,506,506,506,n03134739
n03134739\sketch_36.JPEG,491,772,772,456,870,584,n03134739
n03134739\sketch_37.JPEG,733,600,813,600,600,772,n03134739
n03134739\sketch_38.JPEG,589,650,828,828,650,772,n03134739
n03134739\sketch_39.JPEG,488,488,870,600,488,729,n03134739
n03134739\sketch_4.JPEG,600,902,921,600,488,600,n03134739
n03134739\sketch_40.JPEG,772,772,772,600,600,772,n03134739
n03134739\sketch_41.JPEG,853,853,562,792,853,541,n03134739
n03134739\sketch_42.JPEG,828,818,464,818,828,543,n03134739
n03134739\sketch_43.JPEG,600,769,769,916,769,600,n03134739
n03134739\sketch_44.JPEG,587,409,892,769,892,892,n03134739
n03134739\sketch_45.JPEG,677,677,872,494,872,494,n03134739
n03134739\sketch_46.JPEG,798,798,798,818,769,835,n03134739
n03134739\sketch_47.JPEG,577,577,577,577,700,551,n03134739
n03134739\sketch_48.JPEG,791,772,791,772,772,968,n03134739
n03134739\sketch_49.JPEG,600,902,600,600,488,600,n03134739
n03134739\sketch_5.JPEG,506,506,506,506,506,506,n03134739
n03134739\sketch_50.JPEG,506,506,506,506,506,506,n03134739
n03134739\sketch_6.JPEG,795,795,795,795,523,921,n03134739
n03134739\sketch_7.JPEG,772,600,600,600,600,772,n03134739
n03134739\sketch_8.JPEG,882,754,765,828,650,650,n03134739
n03134739\sketch_9.JPEG,488,71,870,512,772,600,n03134739
n03141823\sketch_0.JPEG,823,916,600,600,600,772,n03141823
n03141823\sketch_1.JPEG,792,600,600,600,600,600,n03141823
n03141823\sketch_10.JPEG,921,921,921,921,855,883,n03141823
n03141823\sketch_11.JPEG,916,772,549,111,549,681,n03141823
n03141823\sketch_12.JPEG,111,111,600,600,600,729,n03141823
n03141823\sketch_13.JPEG,549,600,451,600,600,600,n03141823
n03141823\sketch_14.JPEG,523,523,523,765,523,900,n03141823
n03141823\sketch_15.JPEG,523,523,523,523,523,604,n03141823
n03141823\sketch_16.JPEG,600,600,600,600,600,772,n03141823
n03141823\sketch_17.JPEG,523,772,600,111,600,772,n03141823
n03141823\sketch_18.JPEG,446,868,794,549,729,767,n03141823
n03141823\sketch_19.JPEG,523,512,792,600,523,845,n03141823
n03141823\sketch_2.JPEG,772,592,446,446,772,921,n03141823
n03141823\sketch_20.JPEG,875,875,792,600,438,772,n03141823
n03141823\sketch_21.JPEG,523,523,523,677,523,618,n03141823
n03141823\sketch_22.JPEG,523,523,600,600,523,559,n03141823
n03141823\sketch_23.JPEG,523,523,600,523,600,922,n03141823
n03141823\sketch_24.JPEG,523,523,559,600,523,677,n03141823
n03141823\sketch_25.JPEG,523,523,523,523,523,517,n03141823
n03141823\sketch_26.JPEG,633,676,464,456,650,676,n03141823
n03141823\sketch_27.JPEG,604,523,875,438,523,438,n03141823
n03141823\sketch_28.JPEG,523,523,523,517,523,559,n03141823
n03141823\sketch_29.JPEG,523,875,513,523,559,559,n03141823
n03141823\sketch_3.JPEG,523,600,600,600,600,549,n03141823
n03141823\sketch_30.JPEG,549,600,600,916,600,772,n03141823
n03141823\sketch_31.JPEG,523,523,600,523,523,872,n03141823
n03141823\sketch_32.JPEG,772,487,826,600,600,772,n03141823
n03141823\sketch_33.JPEG,523,523,523,523,523,600,n03141823
n03141823\sketch_34.JPEG,523,875,523,600,600,877,n03141823
n03141823\sketch_35.JPEG,523,523,600,677,523,677,n03141823
n03141823\sketch_36.JPEG,523,523,523,600,523,618,n03141823
n03141823\sketch_37.JPEG,600,772,772,600,111,623,n03141823
n03141823\sketch_38.JPEG,600,916,600,650,600,772,n03141823
n03141823\sketch_39.JPEG,792,600,600,600,600,600,n03141823
n03141823\sketch_4.JPEG,523,523,523,875,523,517,n03141823
n03141823\sketch_40.JPEG,772,592,549,446,772,921,n03141823
n03141823\sketch_41.JPEG,600,600,600,600,600,677,n03141823
n03141823\sketch_42.JPEG,523,523,523,523,523,772,n03141823
n03141823\sketch_43.JPEG,772,600,418,600,600,772,n03141823
n03141823\sketch_44.JPEG,523,523,523,875,523,559,n03141823
n03141823\sketch_45.JPEG,488,600,600,488,600,600,n03141823
n03141823\sketch_46.JPEG,772,584,600,600,600,772,n03141823
n03141823\sketch_47.JPEG,523,523,523,523,523,517,n03141823
n03141823\sketch_48.JPEG,921,921,921,921,921,601,n03141823
n03141823\sketch_49.JPEG,916,916,549,111,549,916,n03141823
n03141823\sketch_5.JPEG,600,600,418,600,600,772,n03141823
n03141823\sketch_50.JPEG,549,902,600,600,600,729,n03141823
n03141823\sketch_6.JPEG,523,523,523,872,523,872,n03141823
n03141823\sketch_7.JPEG,488,902,600,488,523,600,n03141823
n03141823\sketch_8.JPEG,772,584,772,600,600,772,n03141823
n03141823\sketch_9.JPEG,523,523,523,523,523,523,n03141823
n03146219\sketch_0.JPEG,524,524,524,524,524,584,n03146219
n03146219\sketch_1.JPEG,461,461,461,461,461,715,n03146219
n03146219\sketch_10.JPEG,570,524,917,643,921,652,n03146219
n03146219\sketch_11.JPEG,917,715,917,461,456,444,n03146219
n03146219\sketch_12.JPEG,524,524,524,708,524,562,n03146219
n03146219\sketch_13.JPEG,464,715,868,584,464,584,n03146219
n03146219\sketch_14.JPEG,524,524,461,461,524,584,n03146219
n03146219\sketch_15.JPEG,461,524,524,524,461,524,n03146219
n03146219\sketch_16.JPEG,787,584,461,461,764,921,n03146219
n03146219\sketch_17.JPEG,465,461,917,560,465,414,n03146219
n03146219\sketch_18.JPEG,461,461,461,652,615,795,n03146219
n03146219\sketch_19.JPEG,917,917,917,917,921,917,n03146219
n03146219\sketch_2.JPEG,524,461,461,461,524,570,n03146219
n03146219\sketch_20.JPEG,524,715,524,524,524,652,n03146219
n03146219\sketch_21.JPEG,524,524,524,524,524,652,n03146219
n03146219\sketch_22.JPEG,524,524,524,461,461,611,n03146219
n03146219\sketch_23.JPEG,461,524,524,570,461,691,n03146219
n03146219\sketch_24.JPEG,524,461,639,524,842,537,n03146219
n03146219\sketch_25.JPEG,524,715,461,461,524,461,n03146219
n03146219\sketch_26.JPEG,461,461,461,655,524,689,n03146219
n03146219\sketch_27.JPEG,917,456,917,921,921,917,n03146219
n03146219\sketch_28.JPEG,892,715,917,917,409,513,n03146219
n03146219\sketch_29.JPEG,863,917,917,600,652,600,n03146219
n03146219\sketch_3.JPEG,524,524,398,546,461,546,n03146219
n03146219\sketch_30.JPEG,601,461,869,524,601,601,n03146219
n03146219\sketch_31.JPEG,787,461,643,461,562,921,n03146219
n03146219\sketch_32.JPEG,524,524,524,524,524,308,n03146219
n03146219\sketch_33.JPEG,461,524,524,461,524,461,n03146219
n03146219\sketch_34.JPEG,461,524,461,524,524,512,n03146219
n03146219\sketch_35.JPEG,524,524,524,524,524,524,n03146219
n03146219\sketch_36.JPEG,600,596,726,763,691,505,n03146219
n03146219\sketch_37.JPEG,916,916,917,456,524,921,n03146219
n03146219\sketch_38.JPEG,524,715,524,872,787,715,n03146219
n03146219\sketch_39.JPEG,610,461,652,917,461,409,n03146219
n03146219\sketch_4.JPEG,461,773,461,514,461,772,n03146219
n03146219\sketch_40.JPEG,735,570,461,601,524,584,n03146219
n03146219\sketch_41.JPEG,465,465,465,802,465,465,n03146219
n03146219\sketch_42.JPEG,524,524,524,461,461,461,n03146219
n03146219\sketch_43.JPEG,461,855,855,461,112,917,n03146219
n03146219\sketch_44.JPEG,524,715,652,708,461,470,n03146219
n03146219\sketch_45.JPEG,568,568,568,568,568,643,n03146219
n03146219\sketch_46.JPEG,461,524,461,461,524,524,n03146219
n03146219\sketch_47.JPEG,708,524,524,708,524,584,n03146219
n03146219\sketch_48.JPEG,461,461,461,461,461,461,n03146219
n03146219\sketch_49.JPEG,524,461,461,251,524,524,n03146219
n03146219\sketch_5.JPEG,501,461,715,691,715,711,n03146219
n03146219\sketch_50.JPEG,461,461,917,546,461,546,n03146219
n03146219\sketch_6.JPEG,524,524,461,461,524,465,n03146219
n03146219\sketch_7.JPEG,524,524,524,461,524,461,n03146219
n03146219\sketch_8.JPEG,524,524,401,461,461,513,n03146219
n03146219\sketch_9.JPEG,524,715,461,461,461,715,n03146219
n03160309\sketch_0.JPEG,525,525,525,972,525,500,n03160309
n03160309\sketch_1.JPEG,916,916,549,921,921,783,n03160309
n03160309\sketch_10.JPEG,791,916,483,674,866,549,n03160309
n03160309\sketch_11.JPEG,534,821,580,921,580,921,n03160309
n03160309\sketch_12.JPEG,972,847,500,663,500,972,n03160309
n03160309\sketch_13.JPEG,833,921,972,537,913,866,n03160309
n03160309\sketch_14.JPEG,913,525,525,525,525,847,n03160309
n03160309\sketch_15.JPEG,750,797,591,591,750,750,n03160309
n03160309\sketch_16.JPEG,972,972,972,525,972,972,n03160309
n03160309\sketch_17.JPEG,916,916,916,549,916,916,n03160309
n03160309\sketch_18.JPEG,533,674,674,677,677,446,n03160309
n03160309\sketch_19.JPEG,755,111,405,776,405,968,n03160309
n03160309\sketch_2.JPEG,729,499,729,729,506,729,n03160309
n03160309\sketch_20.JPEG,421,780,718,538,525,791,n03160309
n03160309\sketch_21.JPEG,917,401,401,921,401,412,n03160309
n03160309\sketch_22.JPEG,829,699,476,421,916,829,n03160309
n03160309\sketch_23.JPEG,549,830,425,831,425,803,n03160309
n03160309\sketch_24.JPEG,525,525,525,716,853,853,n03160309
n03160309\sketch_25.JPEG,460,743,743,500,743,972,n03160309
n03160309\sketch_26.JPEG,525,525,525,525,525,525,n03160309
n03160309\sketch_27.JPEG,525,791,525,525,642,833,n03160309
n03160309\sketch_28.JPEG,489,586,425,921,896,458,n03160309
n03160309\sketch_29.JPEG,916,978,634,921,791,425,n03160309
n03160309\sketch_3.JPEG,510,830,848,711,781,628,n03160309
n03160309\sketch_30.JPEG,833,833,576,803,576,803,n03160309
n03160309\sketch_31.JPEG,921,851,664,446,970,868,n03160309
n03160309\sketch_32.JPEG,750,797,921,921,970,970,n03160309
n03160309\sketch_33.JPEG,525,833,525,525,833,749,n03160309
n03160309\sketch_34.JPEG,525,525,525,525,525,525,n03160309
n03160309\sketch_35.JPEG,525,525,525,972,525,525,n03160309
n03160309\sketch_36.JPEG,916,916,634,921,921,791,n03160309
n03160309\sketch_37.JPEG,699,499,765,549,506,729,n03160309
n03160309\sketch_38.JPEG,510,830,848,830,559,872,n03160309
n03160309\sketch_39.JPEG,525,525,820,698,912,821,n03160309
n03160309\sketch_4.JPEG,525,525,820,698,839,821,n03160309
n03160309\sketch_40.JPEG,525,525,525,525,525,525,n03160309
n03160309\sketch_41.JPEG,795,576,576,537,497,537,n03160309
n03160309\sketch_42.JPEG,821,821,821,821,821,839,n03160309
n03160309\sketch_43.JPEG,525,525,525,525,525,516,n03160309
n03160309\sketch_44.JPEG,491,913,525,525,525,405,n03160309
n03160309\sketch_45.JPEG,916,729,534,791,565,549,n03160309
n03160309\sketch_46.JPEG,815,821,580,562,580,921,n03160309
n03160309\sketch_47.JPEG,972,525,562,972,500,445,n03160309
n03160309\sketch_48.JPEG,833,921,972,847,346,425,n03160309
n03160309\sketch_49.JPEG,913,913,525,525,525,847,n03160309
n03160309\sketch_5.JPEG,525,525,525,525,525,525,n03160309
n03160309\sketch_50.JPEG,797,797,591,721,750,721,n03160309
n03160309\sketch_6.JPEG,795,576,576,716,497,802,n03160309
n03160309\sketch_7.JPEG,821,821,821,821,821,839,n03160309
n03160309\sketch_8.JPEG,845,525,525,525,525,716,n03160309
n03160309\sketch_9.JPEG,525,148,525,525,562,405,n03160309
n03179701\sketch_0.JPEG,855,846,492,711,674,835,n03179701
n03179701\sketch_1.JPEG,753,642,753,526,526,729,n03179701
n03179701\sketch_10.JPEG,896,526,877,877,877,526,n03179701
n03179701\sketch_11.JPEG,526,526,526,526,526,526,n03179701
n03179701\sketch_12.JPEG,526,729,526,513,786,513,n03179701
n03179701\sketch_13.JPEG,877,830,626,446,677,772,n03179701
n03179701\sketch_14.JPEG,729,600,559,600,559,513,n03179701
n03179701\sketch_15.JPEG,729,729,729,729,729,729,n03179701
n03179701\sketch_16.JPEG,760,446,729,794,424,446,n03179701
n03179701\sketch_17.JPEG,549,549,921,600,549,772,n03179701
n03179701\sketch_18.JPEG,877,642,677,438,677,526,n03179701
n03179701\sketch_19.JPEG,702,877,702,877,702,494,n03179701
n03179701\sketch_2.JPEG,532,532,917,532,559,729,n03179701
n03179701\sketch_20.JPEG,677,877,916,600,600,559,n03179701
n03179701\sketch_21.JPEG,541,464,674,559,916,916,n03179701
n03179701\sketch_22.JPEG,526,423,526,526,526,526,n03179701
n03179701\sketch_23.JPEG,729,421,526,526,729,729,n03179701
n03179701\sketch_24.JPEG,646,526,526,526,549,526,n03179701
n03179701\sketch_25.JPEG,532,559,532,532,532,526,n03179701
n03179701\sketch_26.JPEG,464,507,513,875,507,786,n03179701
n03179701\sketch_27.JPEG,674,674,646,674,916,611,n03179701
n03179701\sketch_28.JPEG,674,526,526,492,526,674,n03179701
n03179701\sketch_29.JPEG,549,674,464,398,919,513,n03179701
n03179701\sketch_3.JPEG,512,553,464,513,553,830,n03179701
n03179701\sketch_30.JPEG,423,423,791,786,765,512,n03179701
n03179701\sketch_31.JPEG,579,729,791,729,517,729,n03179701
n03179701\sketch_32.JPEG,729,600,646,559,646,772,n03179701
n03179701\sketch_33.JPEG,553,778,771,868,791,493,n03179701
n03179701\sketch_34.JPEG,526,526,553,894,553,553,n03179701
n03179701\sketch_35.JPEG,791,626,674,729,822,918,n03179701
n03179701\sketch_36.JPEG,646,464,674,600,549,918,n03179701
n03179701\sketch_37.JPEG,646,646,646,526,644,513,n03179701
n03179701\sketch_38.JPEG,493,844,553,894,918,553,n03179701
n03179701\sketch_39.JPEG,626,711,553,877,729,760,n03179701
n03179701\sketch_4.JPEG,876,711,626,729,782,526,n03179701
n03179701\sketch_40.JPEG,844,711,844,600,859,711,n03179701
n03179701\sketch_41.JPEG,846,846,448,835,674,791,n03179701
n03179701\sketch_42.JPEG,786,642,753,674,526,711,n03179701
n03179701\sketch_43.JPEG,729,532,729,532,916,559,n03179701
n03179701\sketch_44.JPEG,464,553,464,512,526,786,n03179701
n03179701\sketch_45.JPEG,876,711,626,588,782,729,n03179701
n03179701\sketch_46.JPEG,423,875,791,600,765,513,n03179701
n03179701\sketch_47.JPEG,883,711,632,711,859,559,n03179701
n03179701\sketch_48.JPEG,532,877,877,532,532,526,n03179701
n03179701\sketch_49.JPEG,729,421,877,702,702,877,n03179701
n03179701\sketch_5.JPEG,423,875,423,446,526,513,n03179701
n03179701\sketch_50.JPEG,532,532,532,532,532,532,n03179701
n03179701\sketch_6.JPEG,711,711,632,883,859,765,n03179701
n03179701\sketch_7.JPEG,877,494,877,532,877,526,n03179701
n03179701\sketch_8.JPEG,729,421,877,877,702,702,n03179701
n03179701\sketch_9.JPEG,532,532,532,532,532,526,n03179701
n03180011\sketch_0.JPEG,527,527,527,526,527,729,n03180011
n03180011\sketch_1.JPEG,646,916,868,916,549,916,n03180011
n03180011\sketch_10.JPEG,646,409,527,527,633,681,n03180011
n03180011\sketch_11.JPEG,916,527,527,527,527,527,n03180011
n03180011\sketch_12.JPEG,559,729,729,778,559,790,n03180011
n03180011\sketch_13.JPEG,549,813,613,650,613,507,n03180011
n03180011\sketch_14.JPEG,646,527,527,527,527,446,n03180011
n03180011\sketch_15.JPEG,646,527,626,527,527,527,n03180011
n03180011\sketch_16.JPEG,508,527,527,527,527,527,n03180011
n03180011\sketch_17.JPEG,673,464,527,844,527,729,n03180011
n03180011\sketch_18.JPEG,527,527,527,527,527,527,n03180011
